0.633,0.797,00_00_09
0.647,0.857,00_00_10
0.68,0.76,00_00_12
0.627,0.777,00_00_14
0.658,0.799,00_00_15
0.618,0.811,00_00_17
0.63,0.868,00_00_18
0.651,0.79,00_00_20
0.706,0.803,00_00_22
0.657,0.828,00_00_23
0.685,0.741,00_00_25
0.641,0.787,00_00_27
0.692,0.758,00_00_28
0.655,0.775,00_00_30
0.627,0.79,00_00_31
0.614,0.763,00_00_33
0.68,0.755,00_00_35
0.669,0.82,00_00_36
0.655,0.833,00_00_47
0.642,0.803,00_00_49
0.653,0.864,00_00_51
0.678,0.764,00_00_52
0.656,0.757,00_00_54
0.674,0.857,00_00_55
0.638,0.825,00_00_59
0.66,0.864,00_01_00
0.805,0.475,00_01_02
0.714,0.747,00_01_03
0.688,0.775,00_01_05
0.657,0.838,00_01_07
0.659,0.84,00_01_08
0.72,0.802,00_01_10
0.675,0.756,00_01_12
0.648,0.798,00_01_13
0.698,0.784,00_01_15
0.683,0.768,00_01_16
0.694,0.8,00_01_18
0.71,0.73,00_01_20
0.705,0.793,00_01_21
0.637,0.763,00_01_23
0.854,0.744,00_01_24
0.642,0.756,00_01_26
0.808,0.766,00_01_28
0.774,0.748,00_01_29
0.822,0.622,00_01_31
0.831,0.67,00_01_32
0.837,0.744,00_01_34
0.691,0.799,00_01_35
0.851,0.72,00_01_37
0.836,0.59,00_01_39
0.684,0.685,00_01_40
0.686,0.716,00_01_42
0.808,0.614,00_01_43
0.75,0.592,00_01_45
0.814,0.8,00_01_46
0.835,0.828,00_01_48
0.731,0.758,00_01_50
0.643,0.789,00_01_51
0.644,0.758,00_01_53
0.672,0.744,00_01_54
0.703,0.802,00_01_56
0,0.675,00_01_58
0.918,0.565,00_01_59
0.752,0.95,00_02_01
0.68,0.831,00_02_02
0.658,0.815,00_02_04
0.663,0.825,00_02_06
0.63,0.862,00_02_07
0.653,0.89,00_02_09
0.627,0.779,00_02_10
0.66,0.746,00_02_12
0.622,0.837,00_02_14
0.664,0.819,00_02_15
0.645,0.832,00_02_17
0.618,0.903,00_02_18
0.644,0.767,00_02_20
0.623,0.793,00_02_22
0.653,0.736,00_02_23
0.622,0.808,00_02_25
0.663,0.749,00_02_26
0.667,0.827,00_02_28
0.698,0.716,00_02_30
0.697,0.742,00_02_31
0.648,0.792,00_02_33
0.697,0.82,00_02_34
0.661,0.765,00_02_36
0.673,0.799,00_02_37
0.674,0.785,00_02_39
0.71,0.771,00_02_41
0.692,0.758,00_02_42
0.657,0.785,00_02_44
0.665,0.737,00_02_46
0.646,0.869,00_02_47
0.633,0.8,00_02_49
0.641,0.824,00_02_50
0.66,0.798,00_02_52
0.661,0.748,00_02_54
0.667,0.821,00_02_55
0.669,0.822,00_02_57
0.658,0.806,00_02_59
