khoảng cách trên,khoảng cách dưới
0.673,0.903,2023-10-25_12-11-40-697410
0.691,0.946,2023-10-25_12-11-42-556349
0.654,0.944,2023-10-25_12-11-44-259075
0.714,0.89,2023-10-25_12-11-46-180499
0.674,0.935,2023-10-25_12-11-47-758255
0.746,0.911,2023-10-25_12-11-49-539087
0.669,0.916,2023-10-25_12-11-51-929708
0.69,0.971,2023-10-25_12-11-54-398266
0.733,0.868,2023-10-25_12-11-56-069750
0.718,0.877,2023-10-25_12-11-57-663126
0.716,0.952,2023-10-25_12-11-59-490820
0.704,0.887,2023-10-25_12-12-08-191907
0.707,0.939,2023-10-25_12-12-09-816525
0.678,0.99,2023-10-25_12-12-11-425524
0.729,0.882,2023-10-25_12-12-13-237803
0.704,0.872,2023-10-25_12-12-15-035089
0.732,0.905,2023-10-25_12-12-16-847166
0.748,0.886,2023-10-25_12-12-18-877910
0.742,0.903,2023-10-25_12-12-20-799363
0.7,0.958,2023-10-25_12-12-22-236525
0.704,0.895,2023-10-25_12-12-24-017358
0.673,0.977,2023-10-25_12-12-26-157454
0.764,0.866,2023-10-25_12-12-27-735237
0.687,0.891,2023-10-25_12-12-29-750716
0.712,0.905,2023-10-25_12-12-31-437848
0.734,0.92,2023-10-25_12-12-34-328856
0.77,0.719,2023-10-25_12-12-37-344434
0.7,0.919,2023-10-25_12-12-39-234619
0.745,0.89,2023-10-25_12-12-40-952964
0.769,0.843,2023-10-25_12-12-43-406235
0.705,0.878,2023-10-25_12-12-44-812346
0.685,0.902,2023-10-25_12-12-46-686908
0.628,0.979,2023-10-25_12-12-49-248992
0.685,0.922,2023-10-25_12-12-50-998612
0.69,0.799,2023-10-25_12-12-52-560746
0.736,0.861,2023-10-25_12-12-54-091635
0.704,0.909,2023-10-25_12-12-56-059926
0,0.935,2023-10-25_12-12-57-934485
0.649,0.963,2023-10-25_12-12-59-777802
0.723,0.914,2023-10-25_12-13-01-855439
0.699,0.901,2023-10-25_12-13-03-558167
0.622,1.009,2023-10-25_12-13-05-401455
0.713,0.951,2023-10-25_12-13-07-182327
0.724,0.874,2023-10-25_12-13-08-775692
0.663,0.946,2023-10-25_12-13-10-291507
0.718,0.915,2023-10-25_12-13-12-244175
0.641,0.936,2023-10-25_12-13-14-290570
0.706,0.931,2023-10-25_12-13-15-650190
0.746,0.88,2023-10-25_12-13-17-071732
0.732,0.858,2023-10-25_12-13-41-441363
0.679,0.936,2023-10-25_12-13-43-175333
0.627,0.925,2023-10-25_12-13-45-003029
0.676,0.92,2023-10-25_12-13-46-533922
0.692,0.957,2023-10-25_12-13-50-642332
0.729,0.896,2023-10-25_12-13-52-516892
0.68,0.916,2023-10-25_12-13-54-766366
0.669,0.924,2023-10-25_12-13-56-547198
0.681,0.955,2023-10-25_12-13-58-937653
0.679,0.912,2023-10-25_12-14-00-796592
0.751,0.844,2023-10-25_12-14-02-311834
0.741,0.905,2023-10-25_12-14-04-295773
0.721,0.904,2023-10-25_12-14-05-826662
0.763,0.899,2023-10-25_12-14-09-982274
0.657,0.977,2023-10-25_12-14-11-950562
0.699,0.908,2023-10-25_12-14-13-325239
0.695,0.937,2023-10-25_12-14-15-449904
0.657,0.93,2023-10-25_12-14-17-075068
0.676,0.933,2023-10-25_12-14-18-855906
0.749,0.888,2023-10-25_12-14-20-543008
0.725,0.852,2023-10-25_12-14-22-401946
0.644,0.952,2023-10-25_12-14-24-151538
0.677,0.91,2023-10-25_12-14-25-713671
0.769,0.864,2023-10-25_12-14-28-056874
0.74,0.898,2023-10-25_12-14-29-712705
0.734,0.9,2023-10-25_12-14-31-509187
0.766,0.859,2023-10-25_12-14-33-352504
0.682,0.959,2023-10-25_12-14-35-133338
0.684,0.948,2023-10-25_12-14-38-430154
0.668,0.968,2023-10-25_12-14-40-179744
0.749,0.868,2023-10-25_12-14-41-757499
0.762,0.898,2023-10-25_12-14-43-538331
0.663,0.937,2023-10-25_12-14-45-350407
0.678,0.996,2023-10-25_12-14-47-162482
0.648,0.945,2023-10-25_12-14-49-130770
0.723,0.942,2023-10-25_12-14-50-739769
0.659,0.958,2023-10-25_12-14-52-598707
0.709,0.951,2023-10-25_12-14-54-363919
0.684,0.963,2023-10-25_12-14-55-894809
0.765,0.861,2023-10-25_12-14-58-285620
0.697,0.906,2023-10-25_12-14-59-988349
0.709,0.874,2023-10-25_12-15-01-894153
0.726,0.874,2023-10-25_12-15-03-550015
0.751,0.837,2023-10-25_12-15-05-987137
0.684,0.83,2023-10-25_12-15-07-643006
0.776,0.882,2023-10-25_12-15-25-061547
0.731,0.842,2023-10-25_12-15-26-857998
0.763,0.84,2023-10-25_12-15-30-123192
0.688,0.865,2023-10-25_12-15-32-278936
0.693,0.911,2023-10-25_12-15-34-028909
0.735,0.845,2023-10-25_12-15-36-169745
0.725,0.843,2023-10-25_12-15-37-747498
0.703,0.953,2023-10-25_12-15-39-434600
0.683,0.958,2023-10-25_12-15-41-449755
0.671,0.918,2023-10-25_12-15-43-027510
0.691,0.87,2023-10-25_12-15-45-386336
0.637,0.986,2023-10-25_12-15-46-823499
0.704,0.85,2023-10-25_12-15-48-541844
0.757,0,2023-10-25_12-15-50-385132
0.64,1.009,2023-10-25_12-15-52-025373
0.714,0.925,2023-10-25_12-15-54-071800
0.694,0.855,2023-10-25_12-15-55-821579
0.727,0.858,2023-10-25_12-15-57-586792
0.697,0.875,2023-10-25_12-15-59-227032
0.716,0.852,2023-10-25_12-16-01-367126
0.676,0.941,2023-10-25_12-16-03-257706
0.754,0.875,2023-10-25_12-16-04-819840
0.693,0.967,2023-10-25_12-16-06-772508
0.625,0.957,2023-10-25_12-16-08-459609
0.687,0.89,2023-10-25_12-16-10-350119
0.656,0.973,2023-10-25_12-16-12-287165
0.712,0.838,2023-10-25_12-16-13-943027
0.631,0.912,2023-10-25_12-16-16-067528
0.678,0.957,2023-10-25_12-16-17-551555
0.728,0.914,2023-10-25_12-16-19-332908
0.664,0.902,2023-10-25_12-16-21-129362
0.697,0.945,2023-10-25_12-16-22-926172
0.711,0.895,2023-10-25_12-16-24-879056
0.747,0.873,2023-10-25_12-16-33-314584
0.712,0.865,2023-10-25_12-16-35-735887
0.662,0.916,2023-10-25_12-16-37-782281
0.662,0.906,2023-10-25_12-16-39-406898
0.793,0.877,2023-10-25_12-16-40-969032
0.733,0.883,2023-10-25_12-16-42-531166
0.758,0.904,2023-10-25_12-16-44-577561
0.709,0.977,2023-10-25_12-16-46-389640
0.787,0.873,2023-10-25_12-16-48-201711
0.687,0.964,2023-10-25_12-16-49-966927
0.695,0.888,2023-10-25_12-16-51-778998
0.676,0.969,2023-10-25_12-16-53-309891
0.716,0.899,2023-10-25_12-16-55-028236
0.774,0.872,2023-10-25_12-16-56-809068
0.688,0.942,2023-10-25_12-16-58-652386
0.672,0.924,2023-10-25_12-17-00-448842
0.696,0.871,2023-10-25_12-17-02-120324
0.688,0.899,2023-10-25_12-17-04-527611
0.727,0.826,2023-10-25_12-17-06-495928
0.77,0.866,2023-10-25_12-17-08-026821
0.698,0.942,2023-10-25_12-17-10-276291
0.694,0.856,2023-10-25_12-17-11-885289
0.686,0.933,2023-10-25_12-17-13-884820
0.652,0.955,2023-10-25_12-17-15-462773
0.645,0.934,2023-10-25_12-17-17-149880
0.723,0.868,2023-10-25_12-17-19-040060
0.744,0.845,2023-10-25_12-17-20-633998
0.644,1.001,2023-10-25_12-17-22-430451
0.688,0.897,2023-10-25_12-17-24-492464
0.739,0.832,2023-10-25_12-17-26-132680
0.716,0.903,2023-10-25_12-17-28-147861
0.705,0.869,2023-10-25_12-17-29-819345
0.759,0.809,2023-10-25_12-17-31-366181
0.67,0,2023-10-25_12-17-33-350090
0.716,0.899,2023-10-25_12-17-34-865361
0.709,0.908,2023-10-25_12-17-36-786787
0.726,0.869,2023-10-25_12-17-38-676966
0.705,0.89,2023-10-25_12-17-40-130105
0.681,0.873,2023-10-25_12-17-42-114014
0.694,0.901,2023-10-25_12-17-44-066681
0.752,0.866,2023-10-25_12-17-45-550710
0.645,0.941,2023-10-25_12-17-47-456512
0.703,0.872,2023-10-25_12-17-48-659355
0.678,0.849,2023-10-25_12-17-50-205866
0.722,0.844,2023-10-25_12-17-51-564923
0.631,0.972,2023-10-25_12-17-53-439631
0.777,0.868,2023-10-25_12-17-55-267326
0.665,0.879,2023-10-25_12-17-56-954434
0.745,0.869,2023-10-25_12-17-58-875856
0.656,0.914,2023-10-25_12-18-00-672309
0.721,0.865,2023-10-25_12-18-02-687434
0.713,0.857,2023-10-25_12-18-04-374566
0.723,0.863,2023-10-25_12-18-05-983564
0.675,0.882,2023-10-25_12-18-07-764403
0.752,0.849,2023-10-25_12-18-09-295405
0.619,0.967,2023-10-25_12-18-11-466799
0.662,0.941,2023-10-25_12-18-13-028934
0.701,0.926,2023-10-25_12-18-15-122194
0.703,0.873,2023-10-25_12-18-16-762432
0.733,0.881,2023-10-25_12-18-18-543551
0.705,0.897,2023-10-25_12-18-20-356135
0.726,0.823,2023-10-25_12-18-22-011996
0.676,0.919,2023-10-25_12-18-24-058391
0.75,0.879,2023-10-25_12-18-25-901709
0.675,0,2023-10-25_12-18-27-948104
0.742,0.903,2023-10-25_12-18-29-463374
0.716,0.91,2023-10-25_12-18-31-291070
0.648,0.916,2023-10-25_12-18-32-478292
0.69,0.958,2023-10-25_12-18-33-837349
0.665,0.923,2023-10-25_12-18-35-336997
0.675,0.913,2023-10-25_12-18-36-977237
0.693,0.931,2023-10-25_12-18-38-445643
0.703,0.965,2023-10-25_12-18-39-835942
0.691,0.898,2023-10-25_12-18-41-726123
0.697,0.944,2023-10-25_12-18-43-069558
0.702,0.902,2023-10-25_12-18-44-428615
0.797,0.854,2023-10-25_12-18-46-178205
0.711,0.863,2023-10-25_12-18-47-771581
0.793,0.889,2023-10-25_12-18-49-161880
0.666,0.881,2023-10-25_12-18-50-755257
0.687,0.939,2023-10-25_12-18-52-145555
0.656,0.959,2023-10-25_12-18-53-926388
0.662,0.897,2023-10-25_12-18-55-254202
0.734,0.875,2023-10-25_12-18-56-910063
0.753,0.924,2023-10-25_12-18-58-347226
0.731,0.887,2023-10-25_12-19-00-190545
0.706,0.947,2023-10-25_12-19-01-409009
0.75,0.841,2023-10-25_12-19-02-939900
0.68,0.915,2023-10-25_12-19-04-705111
0.689,0.877,2023-10-25_12-19-06-767128
0.709,0.93,2023-10-25_12-19-08-626067
0.723,0.845,2023-10-25_12-19-10-438142
0.666,0.879,2023-10-25_12-19-11-984654
0.658,0.897,2023-10-25_12-19-13-781108
0.696,0.89,2023-10-25_12-19-15-530698
0.663,0.931,2023-10-25_12-19-17-467744
0.688,0.95,2023-10-25_12-19-19-295441
0.643,0.896,2023-10-25_12-19-21-170001
0.675,0.921,2023-10-25_12-19-22-936223
0.717,0.875,2023-10-25_12-19-24-873269
0.686,0.897,2023-10-25_12-19-26-482266
0.705,0.904,2023-10-25_12-19-28-169372
0.716,0.903,2023-10-25_12-19-29-809611
0.731,0.851,2023-10-25_12-19-31-777900
0.749,0.883,2023-10-25_12-19-33-199442
0.693,0.866,2023-10-25_12-19-34-949032
0.661,0.862,2023-10-25_12-19-36-807971
0.697,0.908,2023-10-25_12-19-38-916852
0.623,0.963,2023-10-25_12-19-40-541471
0.676,0.9,2023-10-25_12-19-42-244196
0.671,0.942,2023-10-25_12-19-43-993787
0.64,0.976,2023-10-25_12-19-45-790241
0.741,0.85,2023-10-25_12-19-47-852257
0.729,0.869,2023-10-25_12-19-49-648710
0.693,0.903,2023-10-25_12-19-51-601377
0.681,0.966,2023-10-25_12-19-53-132268
0.656,0.982,2023-10-25_12-19-55-178664
0.653,0.957,2023-10-25_12-19-56-850147
0.742,0.907,2023-10-25_12-19-58-802814
0.608,0.906,2023-10-25_12-20-00-333705
0.683,0.884,2023-10-25_12-20-02-223887
0.67,0.891,2023-10-25_12-20-04-035962
0.614,0.982,2023-10-25_12-20-05-848038
0.76,0.898,2023-10-25_12-20-07-566384
0.673,0.958,2023-10-25_12-20-09-597158
0.671,0.946,2023-10-25_12-20-11-034321
0.712,0.907,2023-10-25_12-20-12-924503
0.67,0.886,2023-10-25_12-20-14-877170
0.681,0.868,2023-10-25_12-20-16-736109
0.694,0.863,2023-10-25_12-20-18-095166
0.733,0.859,2023-10-25_12-20-20-141561
0.655,0.868,2023-10-25_12-20-22-109849
0.755,0.859,2023-10-25_12-20-23-641751
0.709,0.846,2023-10-25_12-20-25-344476
0.706,0.941,2023-10-25_12-20-27-094066
0.685,0.882,2023-10-25_12-20-29-218568
0.663,0.836,2023-10-25_12-20-31-061885
0.691,0.873,2023-10-25_12-20-32-249107
0.647,0.968,2023-10-25_12-20-33-764377
0.661,0.951,2023-10-25_12-20-35-123433
0.742,0.848,2023-10-25_12-20-36-388763
0.76,0.89,2023-10-25_12-20-38-029003
0.703,0.903,2023-10-25_12-20-39-887941
0.684,0.937,2023-10-25_12-20-41-356347
0.713,0.87,2023-10-25_12-20-42-840374
0.76,0.866,2023-10-25_12-20-44-933633
0.673,0.903,2023-10-25_12-20-46-620737
0.66,0.99,2023-10-25_12-20-48-698375
0.713,0.884,2023-10-25_12-20-50-260509
0.694,0.996,2023-10-25_12-20-53-931523
0.695,0.893,2023-10-25_12-20-55-790463
0.714,0.85,2023-10-25_12-20-57-258868
0.688,0.843,2023-10-25_12-20-59-117807
0.706,0.859,2023-10-25_12-21-00-851776
0.722,0.86,2023-10-25_12-21-01-898406
0.694,0.918,2023-10-25_12-21-03-444918
0.701,0.956,2023-10-25_12-21-05-194508
0.666,0.914,2023-10-25_12-21-07-037825
0.727,0.862,2023-10-25_12-21-08-943630
0.718,0.902,2023-10-25_12-21-10-630733
0.688,0.936,2023-10-25_12-21-12-927070
0.659,0.919,2023-10-25_12-21-14-239262
0.701,0.941,2023-10-25_12-21-16-504356
0.701,0.907,2023-10-25_12-21-17-832169
0.634,0.917,2023-10-25_12-21-19-519274
0.702,0.969,2023-10-25_12-21-21-440699
0.769,0.838,2023-10-25_12-21-22-955969
0.653,0.983,2023-10-25_12-21-25-034120
0.732,0.879,2023-10-25_12-21-26-736845
0.683,0.918,2023-10-25_12-21-28-627027
0.74,0.9,2023-10-25_12-21-30-439102
0.673,0.906,2023-10-25_12-21-32-391770
0.744,0.865,2023-10-25_12-21-33-782069
0.739,0.931,2023-10-25_12-21-40-499244
0.653,0.935,2023-10-25_12-21-42-530018
0.704,0.882,2023-10-25_12-21-44-232743
0.763,0.857,2023-10-25_12-21-46-029197
0.685,0.884,2023-10-25_12-21-47-841272
0.722,0.858,2023-10-25_12-21-49-653347
0.689,0.882,2023-10-25_12-21-51-481043
0.641,0.919,2023-10-25_12-21-53-261876
0.67,0.938,2023-10-25_12-21-55-058330
0.712,0.91,2023-10-25_12-21-57-198453
0.75,0.834,2023-10-25_12-21-58-838694
0.678,0.933,2023-10-25_12-22-00-510177
0.713,0.927,2023-10-25_12-22-02-212903
0.642,0.962,2023-10-25_12-22-04-040599
0.664,0.985,2023-10-25_12-22-05-993267
0.674,0.965,2023-10-25_12-22-07-524158
0.708,0.889,2023-10-25_12-22-09-429960
0.641,0.931,2023-10-25_12-22-11-132686
0.714,0.862,2023-10-25_12-22-12-413636
0.753,0.9,2023-10-25_12-22-14-147604
0.694,0.898,2023-10-25_12-22-15-459797
0.692,0.846,2023-10-25_12-22-16-959445
0.771,0.833,2023-10-25_12-22-18-443473
0.775,0.843,2023-10-25_12-22-20-036848
0.75,0.91,2023-10-25_12-22-21-552119
0.723,0.87,2023-10-25_12-22-23-051768
0.697,0.916,2023-10-25_12-22-24-879969
0.649,0.972,2023-10-25_12-22-26-160919
0.715,0.922,2023-10-25_12-22-27-910509
0.696,0.86,2023-10-25_12-22-29-660099
0.707,0.904,2023-10-25_12-22-31-800222
0.724,0.901,2023-10-25_12-22-33-346734
0.712,0.914,2023-10-25_12-22-35-252538
0.649,0.862,2023-10-25_12-22-37-048992
0.718,0.883,2023-10-25_12-22-38-861067
0.655,0.864,2023-10-25_12-22-40-485685
0.689,0.82,2023-10-25_12-22-42-469596
0.691,0.911,2023-10-25_12-22-44-125458
0.662,0.925,2023-10-25_12-22-46-124989
0.733,0.834,2023-10-25_12-22-47-858957
0.679,0.937,2023-10-25_12-22-49-202392
0.703,0.853,2023-10-25_12-22-50-951982
0.721,0.869,2023-10-25_12-22-53-013999
0.696,0.881,2023-10-25_12-22-54-451161
0.665,0.895,2023-10-25_12-22-56-591286
0.711,0.848,2023-10-25_12-22-58-215905
0.638,0.965,2023-10-25_12-22-59-949872
0.684,0.929,2023-10-25_12-23-01-621355
0.704,0.906,2023-10-25_12-23-03-652130
0.693,0.896,2023-10-25_12-23-05-354855
0.667,0.937,2023-10-25_12-23-07-323143
0.701,0.852,2023-10-25_12-23-08-947763
0.656,0.956,2023-10-25_12-23-10-916051
0.68,0.916,2023-10-25_12-23-23-413121
0.746,0.885,2023-10-25_12-23-24-928391
0.642,0.947,2023-10-25_12-23-26-491040
0.708,0.951,2023-10-25_12-23-28-459327
0.674,0.932,2023-10-25_12-23-30-380752
0.731,0.838,2023-10-25_12-23-32-208448
0.731,0.871,2023-10-25_12-23-33-879931
0.687,0.945,2023-10-25_12-23-35-645144
0.677,0.965,2023-10-25_12-23-37-457218
0.681,0.9,2023-10-25_12-23-39-238051
0.649,0.933,2023-10-25_12-23-40-925155
0.649,0.961,2023-10-25_12-23-42-752851
0.673,0.948,2023-10-25_12-23-44-439956
0.643,1.004,2023-10-25_12-23-46-252031
0.683,0.88,2023-10-25_12-23-47-939135
0.756,0.897,2023-10-25_12-23-49-766832
0.697,0.877,2023-10-25_12-23-51-422693
0.72,0.906,2023-10-25_12-23-53-125420
0.693,0.836,2023-10-25_12-23-54-437612
0.707,0.913,2023-10-25_12-23-55-843532
