khoảng cách trên,khoảng cách dưới
0.649,0.883,07_39_33
0.668,0.823,07_43_14
0.582,0.891,07_43_16
0.636,0.819,07_43_18
0.623,0.84,07_43_20
0.62,0.853,07_43_21
0.655,0.867,07_43_23
0.618,0.831,07_44_49
0.6,0.847,07_44_50
0.597,0.87,07_44_52
0.666,0.817,07_44_53
0.652,0.782,07_44_55
0.585,0.865,07_44_57
0.61,0.813,07_44_58
0.682,0.805,07_44_59
0.628,0.79,07_45_01
0.623,0.887,07_45_02
0.609,0.86,07_45_04
0.611,0.914,07_49_30
0.645,0.855,07_49_32
0.684,0.84,07_49_34
0.674,0.865,07_49_35
0.65,0.891,07_49_37
0,0,07_49_39
0.688,0.81,07_49_41
0.624,0.936,07_49_43
0.589,0.859,07_49_44
0.594,0.921,07_49_46
0.635,0.828,07_49_48
0.666,0.79,07_49_50
0.621,0.847,07_49_52
0.602,0.895,07_49_53
0.638,0.844,07_49_55
0.701,0.802,07_49_57
0.702,0.768,07_49_58
0.671,0.809,07_49_59
0.619,0.835,07_50_01
0.629,0.83,07_50_03
0.622,0.827,07_50_16
0.618,0.821,07_50_17
0.618,0.861,07_50_19
0.725,0.785,07_50_21
0.676,0.922,07_50_23
0.654,0.838,07_50_25
0.697,0.815,07_50_26
0.633,0.822,07_50_28
0.706,0.78,07_50_30
0.62,0.846,07_50_32
0.628,0.87,07_50_34
0.627,0.9,07_50_36
0.692,0.828,07_50_57
0.658,0.82,07_50_59
0.662,0.905,07_51_00
0.616,0.949,07_51_02
0.713,0.83,07_51_04
0.626,0.787,07_51_06
0.58,0.757,07_51_07
0.557,0.797,07_51_09
0.628,0.738,07_51_10
0.615,0.721,07_51_12
0.68,0.747,07_51_13
0.601,0.763,07_51_14
0.617,0.736,07_51_23
0.625,0.64,07_51_25
0.559,0.771,07_51_27
0.622,0.721,07_51_28
0.598,0.719,07_51_30
0.578,0.705,07_51_32
0.573,0.766,07_51_34
0.555,0.82,07_51_35
0.582,0.702,07_51_37
0.642,0.729,07_51_39
0.534,0.782,07_51_40
0.546,0.805,07_51_42
0.561,0.868,07_51_44
0.604,0.791,07_51_46
0.531,0.747,07_51_47
0.567,0.795,07_51_49
0.65,0.703,07_51_51
0.573,0.711,07_51_52
0.653,0.699,07_51_54
0.625,0.702,07_52_05
0.579,0.787,07_52_07
0.576,0.711,07_52_09
0.568,0.771,07_52_10
0.535,0.802,07_52_37
0.553,0.769,07_52_38
0.591,0.836,07_52_40
0.652,0.769,07_52_41
0.517,0.803,07_52_43
0.587,0.748,07_52_45
0.577,0.747,07_52_47
0.522,0.731,07_52_48
0.545,0.744,07_52_50
0.538,0.739,07_52_52
0.524,0,07_52_59
0.525,0.811,07_53_01
0.601,0.77,07_53_03
0.656,0.688,07_53_05
0.591,0.756,07_53_06
0.652,0.707,07_53_08
0.583,0.779,07_53_09
0.597,0.73,07_53_11
0.649,0.708,07_53_13
0.559,0.803,07_53_15
0.552,0.788,07_53_16
0.596,0.719,07_53_18
0.639,0.706,07_53_20
0.588,0.76,07_53_21
0.571,0.735,07_53_23
0.586,0.797,07_53_25
0.601,0.778,07_53_26
0.571,0.803,07_53_28
0.643,0.734,07_53_30
0.56,0.768,07_53_32
0.579,0.714,07_53_33
0.511,0.817,07_53_35
0.589,0.691,07_53_37
0.684,0.744,07_53_38
0.531,0.778,07_53_41
0.598,0.711,07_53_42
0.615,0.707,07_53_44
0.563,0.789,07_53_46
0.63,0.672,07_53_48
0.585,0.804,07_53_49
0.539,0.839,07_53_51
0.551,0.782,07_53_52
0.603,0.771,07_53_54
0.604,0.705,07_53_56
0.583,0.761,07_53_58
0.596,0.763,07_53_59
0.634,0.745,07_54_01
0.575,0.814,07_54_03
0.561,0.774,07_54_05
0.478,0.825,07_54_06
0.566,0.84,07_54_08
0.595,0.71,07_54_10
0.634,0.773,07_54_11
0.553,0.757,07_54_13
0.527,0.795,07_54_15
0.503,0.757,07_54_17
0.635,0.734,07_54_18
0.531,0.8,07_54_20
0.611,0.773,07_54_22
0.61,0.706,07_54_23
0.599,0.768,07_54_25
0.567,0.744,07_54_27
0.554,0.745,07_54_52
0.598,0.792,07_54_53
0.624,0.709,07_54_55
0.655,0.778,07_54_56
0.577,0.728,07_54_58
0.547,0.792,07_55_00
0.631,0.783,07_55_18
0.668,0.653,07_55_19
0.539,0.846,07_55_21
0.587,0.729,07_55_23
0.57,0.798,07_55_25
0.576,0.758,07_55_26
0.638,0.74,07_55_28
0.598,0.799,07_55_30
0.563,0.829,07_55_31
0.565,0.723,07_55_33
0.572,0.797,07_55_35
0.534,0.776,07_55_36
0.578,0.77,07_55_38
0.593,0.743,07_55_39
0.609,0.765,07_55_59
0.559,0.747,07_56_00
0.565,0.791,07_56_02
0.544,0.735,07_56_03
0.53,0.796,07_56_05
0.585,0.725,07_56_07
0.569,0.866,07_56_09
0.639,0.722,07_56_10
0.574,0.81,07_56_12
0.551,0.784,07_56_14
0.635,0.781,07_56_15
0.599,0.715,07_56_17
0.597,0.751,07_56_19
0.628,0.74,07_56_20
0.56,0.88,07_56_22
0.517,0.821,07_56_24
0.57,0.774,07_56_26
0.597,0.713,07_56_27
0.545,0.714,07_56_29
0.541,0.788,07_56_31
0.623,0.681,07_56_32
0.554,0.738,07_56_34
0.627,0.683,07_56_36
0.536,0.829,07_56_37
0.594,0.758,07_56_39
0.566,0.784,07_56_41
0.634,0.683,07_56_43
0.651,0.695,07_56_44
0.688,0.807,07_56_46
0,0.632,07_56_48
0.599,0.715,07_56_49
0.521,0.794,07_56_51
0.627,0.734,07_56_52
0.454,0.818,07_56_54
0.548,0.752,07_56_56
0.647,0.725,07_56_58
0.652,0.748,07_57_00
0.534,0.731,07_57_01
0.539,0.813,07_57_03
0.576,0.715,07_57_05
0.611,0.711,07_57_06
0.518,0.788,07_57_08
0.591,0.785,07_57_10
0.611,0.683,07_57_11
0.698,0.872,07_57_26
0.548,0.816,07_57_28
0.601,0.647,07_57_30
0.597,0.749,07_57_31
0.568,0.812,07_57_38
0.637,0,07_57_39
0.577,0.759,07_57_41
0.657,0.914,07_57_42
0.612,0.901,07_57_45
0.582,0.771,07_57_46
0.545,0.78,07_57_48
0.654,0.714,07_57_50
0.632,0.628,07_57_52
0.557,0.742,07_57_53
0.604,0.688,07_57_55
0.591,0.708,07_58_02
0.589,0.726,07_58_03
0.557,0.799,07_58_05
0.584,0.735,07_58_07
0.539,0.758,07_58_08
0.597,0.786,07_58_10
0.657,0.643,07_58_11
0.561,0.665,07_58_13
0.573,0.704,07_58_15
0.621,0.761,07_58_16
0.6,0.667,07_58_18
0.61,0.729,07_58_20
0.61,0.7,07_58_21
0.552,0.803,07_58_23
0.631,0.678,07_58_25
0.645,0.69,07_58_27
0.51,0.758,07_58_29
0.595,0.78,07_58_30
0.578,0.739,07_58_32
0.55,0.787,07_58_34
0.725,0.803,07_58_35
0.564,0.767,07_58_37
0.674,0.778,07_58_39
0.559,0.744,07_58_41
0.581,0.795,07_58_42
0.624,0.775,07_58_44
0.629,0.707,07_58_46
0.566,0.817,07_58_48
0.531,0.798,07_58_49
0.636,0.764,07_58_51
0.532,0.809,07_58_53
0.599,0.687,07_58_54
0.568,0.784,07_58_56
0.547,0.853,07_58_58
0.632,0.734,07_58_59
0.648,0.778,07_59_00
0.625,0.734,07_59_02
0.618,0.731,07_59_03
0.786,0.603,07_59_05
0.543,0.762,07_59_07
0.648,0.788,07_59_08
0.573,0.793,07_59_10
0.551,0.833,07_59_12
0.551,0.807,07_59_14
0.671,0.775,07_59_15
0.603,0.896,07_59_18
0.586,0.801,07_59_19
0.652,0.831,07_59_21
0.613,0.746,07_59_22
0.627,0.683,07_59_24
0.58,0.797,07_59_26
0.553,0.737,07_59_28
0.513,0.764,07_59_30
0.515,0.818,07_59_31
0.563,0.78,07_59_33
0.538,0.84,07_59_35
0.519,0.742,07_59_37
0.553,0.778,07_59_39
0.569,0.729,07_59_40
0.639,0.767,07_59_42
0.691,0.698,07_59_43
0.531,0.759,07_59_46
0.636,0.739,07_59_47
0.66,0.649,07_59_49
0.52,0.776,07_59_51
0.601,0.762,07_59_53
0.631,0.748,07_59_54
0.576,0.795,07_59_56
0.586,0.768,07_59_57
0.564,0.808,07_59_59
0.682,0.76,08_00_01
0.522,0,08_00_03
0.589,0.743,08_00_05
0.529,0.757,08_00_06
0.586,0.727,08_00_08
0.573,0.731,08_00_09
0.512,0.781,08_00_12
0.573,0.736,08_00_13
0.595,0.687,08_00_15
0.572,0.768,08_00_16
0.582,0.683,08_00_18
0.595,0.725,08_00_20
0.641,0.706,08_00_21
0.543,0.859,08_00_23
0.625,0.747,08_00_25
0.57,0.719,08_00_27
0.606,0.689,08_00_28
0.573,0.768,08_00_30
0.565,0.745,08_00_32
0.563,0.824,08_00_34
0.566,0.781,08_00_35
0.597,0.724,08_00_37
0.528,0.805,08_00_39
0.588,0.817,08_00_41
0.546,0.764,08_00_43
0.58,0.771,08_00_55
0.623,0.749,08_00_57
0.584,0.74,08_00_59
0.509,0.812,08_01_01
0.627,0.752,08_01_02
0.537,0.847,08_01_04
0.606,0.767,08_01_06
0.608,0.774,08_01_08
0.545,0.777,08_01_09
0.528,0.807,08_01_10
0.561,0.81,08_01_12
0.567,0.718,08_01_14
0.572,0.845,08_01_15
0.518,0.767,08_01_17
0.564,0.742,08_01_18
0.547,0.834,08_01_20
0.576,0.77,08_01_22
0.528,0.801,08_01_23
0.632,0.732,08_01_25
0.556,0.799,08_01_27
0.639,0.715,08_01_29
0.589,0.74,08_01_30
0.634,0.84,08_01_32
0.554,0.674,08_01_34
0.615,0.734,08_01_36
0.64,0.646,08_01_37
0.624,0.739,08_01_39
0.581,0.703,08_01_41
0.524,0.795,08_01_43
0.665,0.737,08_01_45
0.614,0.722,08_01_46
0.572,0.734,08_01_48
0.552,0.787,08_01_50
0.647,0.749,08_01_51
0.634,0.699,08_01_53
0.563,0.8,08_01_55
0.61,0.712,08_01_56
0.542,0.78,08_01_59
0.655,0.74,08_02_00
0.593,0.793,08_02_02
0.556,0.782,08_02_04
0.506,0.796,08_02_05
0.498,0.743,08_02_07
0.532,0.78,08_02_09
0.577,0.75,08_02_11
0.532,0.779,08_02_12
0.636,0.697,08_02_14
0.589,0.724,08_02_16
0.595,0.669,08_02_17
0.575,0.853,08_02_19
0.527,0.756,08_02_21
0.512,0.736,08_02_23
0.564,0.708,08_02_25
0.581,0.675,08_02_26
0.636,0.727,08_02_28
0.626,0.755,08_02_30
0.571,0.665,08_02_32
0.577,0.727,08_02_33
0.592,0.702,08_02_49
0.623,0.741,08_02_51
0.544,0.767,08_02_52
0.546,0.82,08_02_54
0.598,0.692,08_02_56
0.581,0.773,08_02_57
0.593,0.711,08_02_59
0.573,0.804,08_03_01
0.633,0.657,08_03_03
0.555,0.814,08_03_05
0.556,0.793,08_03_07
0.61,0.748,08_03_08
0.534,0.797,08_03_10
0.567,0.769,08_03_12
0.606,0.673,08_03_14
0.608,0.711,08_03_15
0.601,0.671,08_03_17
0.654,0.777,08_03_19
0.539,0.744,08_03_21
0.583,0.718,08_03_23
0.636,0.749,08_03_24
0.553,0.779,08_03_25
0.559,0.555,08_03_27
0.553,0.763,08_03_28
0.585,0.802,08_03_30
0.596,0.821,08_03_31
0.683,0.853,08_03_33
0.722,0.817,08_03_35
0.648,0.881,08_03_37
0.739,0.754,08_03_38
0.649,0.75,08_03_40
0.572,0.851,08_03_42
0.587,0.723,08_03_43
0.637,0.798,08_03_45
0.644,0.903,08_03_47
0.688,0.797,08_03_49
0.728,0.843,08_03_51
0.627,0.849,08_03_53
0.674,0.802,08_03_54
0.713,0.744,08_03_56
0.666,0.796,08_03_58
0.668,0.858,08_03_59
0.659,0.822,08_04_01
0.683,0.755,08_04_03
0.694,0.755,08_04_05
0.598,0.924,08_04_07
0.671,0.858,08_04_09
0.656,0.889,08_04_10
0.572,0.881,08_04_12
0.651,0.822,08_04_14
0.563,0.81,08_04_16
0.566,0.755,08_04_17
0.619,0.637,08_04_19
0.598,0.719,08_04_21
0.646,0,08_04_22
0.622,0.738,08_04_24
0.595,0.667,08_04_26
0.617,0.759,08_04_28
0.544,0.77,08_04_30
0.62,0.723,08_04_31
0.614,0.786,08_04_33
0.595,0.738,08_04_35
0.554,0.702,08_04_37
0.583,0.794,08_04_39
0.577,0.779,08_04_40
0.545,0.784,08_04_41
0.568,0.716,08_04_43
0.568,0.775,08_04_45
0.601,0.688,08_04_47
0.605,0.706,08_04_49
0.582,0.773,08_04_50
0.554,0.753,08_04_52
0.625,0.78,08_04_54
0.628,0.82,08_04_56
0.637,0.719,08_04_57
0.616,0.728,08_04_59
0.563,0.792,08_05_01
0.53,0.758,08_05_03
0.554,0.827,08_05_05
0.526,0.778,08_05_06
0.611,0.675,08_05_08
0.53,0.791,08_05_09
0.587,0.77,08_05_11
0.611,0.73,08_05_12
0.576,0.802,08_05_14
0.578,0.724,08_05_15
0.613,0.789,08_05_17
0.611,0.77,08_05_18
0.564,0.807,08_05_20
0.66,0.767,08_05_21
0.57,0.786,08_05_23
0.566,0.739,08_05_24
0.564,0.764,08_05_26
0.684,0.71,08_05_28
0.611,0.719,08_05_30
0.57,0.742,08_05_31
0.567,0.717,08_05_33
0.609,0.724,08_05_34
0.535,0.799,08_05_41
0.622,0.747,08_05_43
0.574,0.76,08_05_45
0.554,0.792,08_05_46
0.567,0.76,08_05_48
0.604,0.689,08_05_50
0.592,0.767,08_05_52
0.525,0.782,08_05_54
0.532,0.788,08_05_56
0.579,0.735,08_05_57
0.566,0.753,08_05_59
0.593,0.726,08_06_01
0.521,0.774,08_06_03
0.565,0.772,08_06_05
0.602,0.734,08_06_06
0.631,0.672,08_06_08
0.56,0.81,08_06_10
0.662,0.785,08_06_22
0.641,0.676,08_06_23
0.609,0.749,08_06_25
0.632,0.77,08_06_26
0.64,0.775,08_06_32
0.636,0.752,08_06_34
0.653,0.735,08_06_35
0.56,0.797,08_06_37
0.593,0.842,08_06_39
0.54,0.812,08_06_41
0.569,0.711,08_06_43
0.599,0.7,08_06_44
0.536,0.812,08_06_46
0.635,0.758,08_06_48
0.588,0.79,08_06_50
0.616,0.715,08_06_52
0.649,0.796,08_06_53
0.547,0.764,08_06_55
0.59,0.738,08_06_57
0.537,0.75,08_06_59
0.618,0.693,08_07_01
0.589,0.757,08_07_02
0.541,0.798,08_07_04
0.64,0.657,08_07_06
0.56,0.756,08_07_08
0.568,0.726,08_07_09
0.599,0.702,08_07_11
0.541,0.775,08_07_13
0.606,0.676,08_07_15
0.535,0.753,08_07_17
0.527,0.746,08_07_18
0.526,0.741,08_07_20
0.555,0.74,08_07_22
0.537,0.765,08_07_24
0.522,0.761,08_07_26
0.539,0.787,08_07_28
0.599,0.735,08_07_29
0.577,0.773,08_07_31
0.593,0.773,08_07_33
0.489,0.777,08_07_35
0.608,0.698,08_07_36
0.583,0.736,08_07_38
0.635,0.66,08_07_40
0.582,0.746,08_07_42
0.623,0.692,08_07_43
0.559,0.772,08_07_45
0.59,0.701,08_07_46
0.521,0.719,08_07_48
0.579,0.727,08_07_49
0.621,0.689,08_07_51
0.595,0.72,08_07_52
0.647,0.664,08_07_54
0.633,0.61,08_07_55
0.603,0.76,08_07_57
0.568,0.773,08_07_58
0.577,0.746,08_08_00
0.554,0.817,08_08_02
0.548,0.756,08_08_04
0.56,0.824,08_08_05
0.551,0.797,08_08_07
0.616,0.695,08_08_09
0.579,0.752,08_08_11
0.539,0.772,08_08_12
0.556,0.766,08_08_14
0.542,0.799,08_08_16
0.612,0.733,08_08_18
0.661,0.697,08_08_19
0.614,0.77,08_08_21
0.512,0.762,08_08_23
0.645,0.681,08_08_24
0.641,0.733,08_08_27
0.635,0.765,08_08_28
0.558,0.821,08_08_30
0.617,0.724,08_08_32
0.586,0.728,08_08_33
0.572,0.812,08_08_35
0.598,0.765,08_08_37
0.543,0.805,08_08_39
0.588,0.72,08_08_41
0.604,0.744,08_08_42
0.622,0.714,08_08_44
0.617,0.648,08_08_46
0.622,0.739,08_08_47
0.574,0.736,08_08_49
0.535,0.806,08_08_51
0.634,0.746,08_08_53
0.589,0.82,08_08_54
0.614,0.712,08_08_56
0.638,0.754,08_08_58
0.605,0.723,08_09_00
0.608,0.709,08_09_01
0.558,0.807,08_09_03
0.627,0.692,08_09_05
0.631,0.682,08_09_07
0.531,0.787,08_09_08
0.595,0.779,08_09_10
0.578,0.724,08_09_12
0.586,0.744,08_09_14
0.62,0.738,08_09_15
0.537,0.796,08_09_17
0.62,0.718,08_09_19
0.628,0.701,08_09_21
0.667,0.722,08_09_23
0.594,0.661,08_09_24
0.558,0.811,08_09_26
0.523,0.807,08_09_28
0.592,0.82,08_09_30
0.534,0.736,08_09_31
0.608,0.771,08_09_33
0.557,0.754,08_09_35
0.636,0.721,08_09_36
0.61,0.753,08_09_38
0.556,0.766,08_09_40
0.6,0.704,08_09_42
0.596,0.714,08_09_54
0.581,0.794,08_10_10
0.605,0.733,08_10_11
0.623,0.661,08_10_13
0.598,0.673,08_10_15
0.546,0.843,08_10_17
0.577,0.78,08_10_19
0.551,0.858,08_10_21
0.597,0.704,08_10_22
0.6,0.768,08_10_24
0.638,0.799,08_10_26
0.516,0.752,08_10_28
0.594,0.771,08_10_29
0.598,0.773,08_10_31
0.489,0.758,08_10_33
0.558,0.714,08_10_35
0.464,0.89,08_10_36
0.509,0.75,08_10_38
0.584,0.69,08_10_40
0.531,0.795,08_10_41
0.541,0.753,08_10_43
0.544,0.76,08_10_45
0.56,0.781,08_10_46
0.479,0.736,08_10_48
0.556,0.75,08_10_50
0.613,0.696,08_11_11
0.628,0.694,08_11_12
0.564,0.858,08_11_14
0.633,0.764,08_11_16
0.614,0.732,08_11_18
0.593,0.68,08_11_19
0.613,0.744,08_11_21
0.525,0.767,08_11_23
0.582,0.699,08_11_24
0.535,0.804,08_11_26
0.573,0.842,08_11_28
0.528,0.774,08_11_30
0.542,0.758,08_11_31
0.537,0.841,08_11_33
0.497,0.798,08_11_35
0.611,0.752,08_11_37
0.602,0.796,08_11_38
0.651,0.736,08_11_40
0.667,0.899,08_11_42
0.631,0.856,08_11_44
0.706,0.796,08_11_45
0.689,0.881,08_11_47
0.593,0.718,08_11_49
0.671,0.735,08_11_50
0.599,0.809,08_11_52
0.604,0.837,08_11_54
0.625,0.885,08_11_56
0.663,0.883,08_11_57
0.66,0.782,08_11_59
0.662,0.837,08_12_01
0.574,0.777,08_12_02
0.637,0.799,08_12_03
0.582,0.797,08_12_05
0.621,0.81,08_12_07
0.528,0.83,08_12_09
0.565,0.818,08_12_10
0.611,0.781,08_12_12
0.625,0.687,08_12_14
0.565,0.76,08_12_16
0.534,0.777,08_12_17
0.561,0.673,08_12_19
0.542,0.759,08_12_21
0.661,0.893,08_12_22
0.703,0.78,08_12_24
0.684,0.823,08_12_26
0.643,0.854,08_12_28
0.66,0.656,08_12_30
0.571,0.782,08_12_31
0.579,0.694,08_12_33
0.617,0.811,08_12_35
0.631,0.702,08_12_37
0.571,0.709,08_12_38
0.609,0.799,08_12_40
0.552,0.772,08_12_42
0.593,0.724,08_12_43
0.589,0.76,08_12_45
0.533,0.753,08_12_47
0.637,0.707,08_12_49
0.63,0.696,08_12_50
0.549,0.785,08_12_52
0.543,0.8,08_12_54
0.556,0.781,08_12_55
0.648,0.753,08_12_57
0.523,0.786,08_13_06
0.624,0.748,08_13_08
0.578,0.748,08_13_10
0.656,0.734,08_13_11
0.532,0.835,08_13_13
0.634,0.707,08_13_15
0.643,0.627,08_13_17
0.54,0.786,08_13_18
0.564,0.744,08_13_20
0.621,0.703,08_13_22
0.557,0.818,08_13_24
0.546,0.774,08_13_25
0.557,0.83,08_13_27
0.628,0.728,08_13_29
0.548,0.758,08_13_31
0.615,0.766,08_13_32
0.626,0.77,08_13_34
0.56,0.799,08_13_36
0.629,0.765,08_13_38
0.585,0.748,08_13_39
0.623,0.71,08_13_41
0.505,0.819,08_13_43
0.574,0.805,08_13_45
0.571,0.761,08_13_46
0.539,0.799,08_13_48
0.58,0.795,08_13_50
0.545,0.803,08_13_51
0.549,0.704,08_13_53
0.568,0.808,08_13_55
0.695,0.727,08_13_57
0.551,0.495,08_13_58
0.603,0.777,08_14_00
0.514,0.731,08_14_02
0.558,0.802,08_14_03
0.586,0.722,08_14_05
0.579,0.752,08_14_07
0.582,0.811,08_14_09
0.568,0.796,08_14_10
0.645,0.743,08_14_12
0.494,0.811,08_14_14
0.572,0.753,08_14_16
0.53,0.813,08_14_17
0.579,0.777,08_14_19
0.533,0.767,08_14_21
0.539,0.879,08_14_49
0.542,0.83,08_14_50
0.566,0.754,08_14_51
0.612,0.738,08_14_53
0.602,0.699,08_14_55
0.568,0.713,08_14_56
0.567,0.796,08_14_58
0.596,0.731,08_15_00
0.648,0.691,08_15_02
0.575,0.837,08_15_03
0.509,0.766,08_15_05
0.56,0.795,08_15_07
0.638,0.752,08_15_09
0.566,0.774,08_15_10
0.504,0.784,08_15_12
0.542,0.754,08_15_13
0.634,0.8,08_15_15
0.535,0.739,08_15_17
0.584,0.732,08_15_19
0.529,0.771,08_15_21
0.613,0.717,08_15_22
0.591,0.786,08_15_24
0.59,0.754,08_15_26
0.586,0.827,08_15_28
0.663,0.718,08_15_29
0.596,0.759,08_15_31
0.675,0.664,08_15_33
0.587,0.813,08_15_35
0.603,0.773,08_15_36
0.564,0.731,08_15_38
0.692,0.708,08_15_40
0.609,0.784,08_15_41
0.518,0.794,08_15_43
0.576,0.687,08_15_45
0.515,0.781,08_15_47
0.589,0.677,08_15_48
0.624,0.675,08_15_50
0.593,0.713,08_15_52
0.565,0.695,08_15_54
0.577,0.741,08_15_55
0.611,0.661,08_16_07
0.606,0.699,08_16_08
0.575,0.71,08_16_10
0.634,0.68,08_16_12
0.588,0.715,08_16_14
0.575,0.735,08_16_16
0.583,0.716,08_16_17
0.532,0.772,08_16_19
0.598,0.753,08_16_20
0.54,0.726,08_16_22
0.575,0.68,08_16_24
0.485,0.757,08_16_26
0.584,0.694,08_16_28
0.551,0.754,08_16_29
0.563,0.761,08_16_31
0.547,0.759,08_16_33
0.589,0.699,08_16_34
0.617,0.764,08_16_36
0.576,0.78,08_16_38
0.524,0.823,08_16_40
0.614,0.782,08_16_41
0.564,0.802,08_16_43
0.555,0.754,08_16_45
0.597,0.731,08_16_46
0.557,0.755,08_16_48
0.59,0.75,08_16_49
0.608,0.692,08_16_51
0.563,0.858,08_16_52
0.54,0.796,08_16_54
0.558,0.825,08_16_56
0.594,0.693,08_16_58
0.617,0.745,08_16_59
0.541,0.791,08_17_01
0.512,0.804,08_17_03
0.646,0.693,08_17_05
0.683,0.792,08_17_06
0.548,0.818,08_17_07
0.541,0.847,08_17_09
0.664,0.77,08_17_11
0.616,0.756,08_17_12
0.585,0.784,08_17_13
0.557,0.752,08_17_15
0.588,0.819,08_17_17
0.611,0.761,08_17_19
0.572,0.819,08_17_20
0.576,0.734,08_17_22
0.548,0.845,08_17_24
0.533,0.801,08_17_26
0.493,0.802,08_17_27
0.607,0.747,08_17_29
0.521,0.8,08_17_31
0.517,0.725,08_17_32
0.583,0.724,08_17_34
0.649,0.707,08_17_35
0.594,0.749,08_17_37
0.565,0.802,08_17_39
0.624,0.76,08_17_40
0.686,0.701,08_17_42
0.579,0.728,08_17_44
0.622,0.693,08_17_46
0.555,0.784,08_17_47
0.602,0.737,08_17_49
0.648,0.661,08_17_50
0.607,0.772,08_17_52
0.611,0.782,08_17_53
0.649,0.681,08_17_55
0.617,0.656,08_17_57
0.656,0.676,08_17_59
0.56,0.759,08_18_00
0.625,0.744,08_18_02
0.652,0.725,08_18_04
0.617,0.686,08_18_05
0.55,0.792,08_18_07
0.589,0.709,08_18_08
0.615,0.71,08_18_10
0.543,0.815,08_18_11
0.644,0.769,08_18_12
0.571,0.749,08_18_14
0.548,0.76,08_18_16
0.582,0.796,08_18_17
0.652,0.73,08_18_43
0.539,0.796,08_18_45
0.617,0.741,08_18_46
0.549,0.779,08_18_48
0.545,0.757,08_18_49
0.465,0.751,08_18_51
0.612,0.693,08_18_53
0.526,0.765,08_18_55
0.526,0.782,08_18_57
0.564,0.761,08_18_58
0.628,0.755,08_19_00
0.558,0.692,08_19_02
0.598,0.712,08_19_03
0.563,0.792,08_19_05
