khoảng cách trên,khoảng cách dưới
0.735,0.834,13_42_14
0.675,0.876,13_42_15
0.681,0.854,13_42_17
0.679,0.918,13_42_19
0.702,0.933,13_42_20
0.692,0.906,13_42_22
0.656,0.876,13_42_24
0.736,0.857,13_42_26
0.691,0.889,13_42_27
0.715,0.84,13_42_29
0.711,0.871,13_42_31
0.736,0.803,13_42_32
0.696,0.901,13_42_34
0.682,0.93,13_42_36
0.644,0.905,13_42_48
0.687,0.886,13_42_50
0.665,0.902,13_42_52
0.773,0.856,13_42_53
0.708,0.896,13_42_55
0.567,1.024,13_42_57
0.648,0.955,13_42_59
0.674,0.915,13_43_00
0.69,0.826,13_43_02
0.718,0.872,13_43_03
0.688,0.843,13_43_06
0.683,0.915,13_43_07
0.676,0.893,13_43_08
0.725,0.826,13_43_10
0.662,0.882,13_43_11
0.728,0.824,13_43_13
0.716,0.839,13_43_15
0.718,0.888,13_43_17
0.631,0.906,13_43_18
0.738,0.88,13_43_20
0.726,0.874,13_43_22
0.755,0.875,13_43_24
0.707,0.93,13_43_25
0.646,0.951,13_43_27
0.688,0.826,13_43_29
0.689,0.813,13_43_30
0.679,0.825,13_43_32
0.716,0.854,13_43_34
0.715,0.86,13_43_36
0.663,0.926,13_43_37
0.743,0.865,13_43_39
0.725,0.855,13_43_41
0.709,0.873,13_43_43
0.649,0.993,13_43_45
0.741,0.872,13_43_46
0.699,0.833,13_43_48
0.719,0.908,13_43_50
0.658,0.927,13_43_51
0.632,0.947,13_43_53
0.672,0.924,13_43_54
0.657,0.905,13_43_56
0.749,0.848,13_43_57
0.706,0.895,13_43_58
0.682,0.872,13_44_00
0.707,0.909,13_44_02
0.729,0.854,13_44_04
0.738,0.858,13_44_05
0.635,0.904,13_44_07
0.726,0.908,13_44_09
0.662,0.881,13_44_11
0.678,0.903,13_44_12
0.703,0.844,13_44_14
0.66,0.916,13_44_16
0.702,0.839,13_44_17
0.703,0.9,13_44_19
0.729,0.87,13_44_21
0.72,0.85,13_44_23
0.767,0.865,13_44_24
0.702,0.858,13_44_26
0.664,0.897,13_44_28
0.674,0.938,13_44_29
0.669,0.871,13_44_31
0.687,0.88,13_44_33
0.741,0.893,13_44_34
0.68,0.965,13_44_36
0.713,0.918,13_44_38
0.683,0.903,13_44_39
0.645,0.932,13_44_41
0.774,0.858,13_44_43
0.708,0.914,13_44_45
0.652,0.964,13_44_46
0.66,0.965,13_44_48
0.615,1.011,13_44_50
0.682,0.894,13_44_51
0.701,0.892,13_44_53
0.656,0.879,13_44_55
0.751,0.912,13_44_56
0.76,0.797,13_44_57
0.723,0.928,13_44_59
0.772,0.859,13_45_01
0.736,0.858,13_45_02
0.747,0.89,13_45_03
0.711,0.916,13_45_10
0.699,0.927,13_45_12
0.707,0.907,13_45_14
0.721,0.865,13_45_15
0.701,0.852,13_45_17
0.659,0.918,13_45_19
0.712,0.875,13_45_21
0.762,0.871,13_45_22
0.792,0.835,13_45_24
0.722,0.827,13_45_26
0.725,0.887,13_45_28
0.741,0.857,13_45_29
0.784,0.86,13_45_31
0.73,0.853,13_45_43
0.683,0.941,13_45_45
0.676,0.882,13_45_47
0.682,0.92,13_45_49
0.756,0.936,13_45_50
0.801,0.868,13_45_52
0.688,0.883,13_45_54
0.723,0.906,13_45_55
0.683,0.837,13_45_57
0.74,0.898,13_45_59
0.703,0.925,13_46_06
0.697,0.876,13_46_08
0.679,0.846,13_46_10
0.691,0.874,13_46_11
0.713,0.872,13_46_13
0.733,0.842,13_46_15
0.691,0.882,13_46_17
0.692,0.865,13_46_18
0.779,0.856,13_46_20
0.656,0.913,13_46_22
0.686,0.873,13_46_23
0.7,0.878,13_46_25
0.739,0.906,13_46_27
0.716,0.882,13_46_28
0.662,0.838,13_46_30
0.659,0.917,13_46_32
0.678,0.864,13_46_34
0.684,0.907,13_46_35
0.72,0.875,13_46_37
0.757,0.862,13_46_40
0.667,0.9,13_46_41
0.726,0.938,13_46_43
0.682,0.917,13_46_45
0.632,0.875,13_46_46
0.722,0.896,13_46_48
0.717,0.889,13_46_49
0.748,0.898,13_46_51
0.731,0.868,13_46_53
0.737,0.835,13_46_55
0.739,0.871,13_46_56
0.701,0.88,13_46_58
0.72,0.846,13_47_00
0.667,0.911,13_47_02
0.719,0.845,13_47_03
0.652,0.916,13_47_05
0.694,0.918,13_47_07
0.679,0.892,13_47_08
0.697,0.918,13_47_10
0.722,0.87,13_47_12
0.708,0.929,13_47_13
0.701,0.927,13_47_15
0.678,0.872,13_47_17
0.73,0.85,13_47_19
0.75,0.879,13_47_20
0.679,0.858,13_47_22
0.686,0.913,13_47_24
0.78,0.892,13_47_25
0.758,0.877,13_47_27
0.807,0.833,13_47_36
0.726,0.829,13_47_38
0.645,0.911,13_47_40
0.674,0.846,13_47_41
0.685,0.887,13_47_43
0.681,0.933,13_47_45
0.706,0.798,13_47_46
0.62,0.956,13_47_48
0.678,0.871,13_47_49
0.692,0.879,13_47_58
0.673,0.915,13_48_00
0.717,0.82,13_48_01
0.68,0.837,13_48_03
0.684,0.863,13_48_05
0.72,0.838,13_48_07
0.635,0.918,13_48_08
0.755,0.812,13_48_10
0.701,0.899,13_48_11
0.651,0.88,13_48_17
0.718,0.832,13_48_18
0.686,0.917,13_48_20
0.727,0.91,13_48_21
0.726,0.819,13_48_26
0.741,0.851,13_48_28
0.723,0.87,13_48_30
0.67,0.898,13_48_31
0.648,0.924,13_48_34
0.758,0.908,13_48_35
0.701,0.872,13_48_37
0.686,0.969,13_48_38
0.707,0.861,13_48_42
0.72,0.883,13_48_44
0.706,0.844,13_48_46
0.72,0.855,13_48_47
0.67,0.915,13_48_49
0.689,0.897,13_48_50
0.729,0.815,13_48_52
0.727,0.877,13_48_54
0.706,0.919,13_48_56
0.649,0.919,13_48_57
0.712,0.894,13_48_59
0.713,0.827,13_49_00
0.736,0.802,13_49_02
0.649,0.895,13_49_04
0.704,0.872,13_49_05
0.745,0.865,13_49_07
0.695,0.864,13_49_09
0.768,0.825,13_49_10
0.721,0.85,13_49_12
0.772,0.807,13_49_14
0.686,0.85,13_49_15
0.704,0.82,13_49_17
0.67,0.886,13_49_19
0.767,0.854,13_49_21
0.672,0.861,13_49_22
0.713,0.837,13_49_24
0.636,0.83,13_49_25
0.626,0.814,13_49_26
0.689,0.918,13_49_28
0.706,0.837,13_49_30
0.7,0.844,13_49_32
0.668,0.897,13_49_33
0.732,0.873,13_49_35
0.641,0.982,13_49_37
0.701,0.852,13_49_38
0.758,0.849,13_49_40
0.681,0.786,13_49_42
0.625,0.877,13_49_44
0.716,0.814,13_49_45
0.705,0.804,13_49_47
0.729,0.885,13_49_49
0.694,0.891,13_49_50
0.726,0.845,13_49_52
0.714,0.845,13_49_54
0.673,0.982,13_49_55
0.7,0.886,13_49_57
0.639,0.955,13_49_59
0.673,0.973,13_50_01
0.755,0.836,13_50_02
0.725,0.895,13_50_04
0.662,0.91,13_50_06
0.682,0.826,13_50_08
0.705,0.773,13_50_09
0.684,0.887,13_50_10
0.732,0.822,13_50_12
0.714,0.775,13_50_14
0.662,0.95,13_50_16
0.689,0.887,13_50_17
0.707,0.88,13_50_19
0.687,0.82,13_50_21
0.757,0.822,13_50_23
0.645,0.895,13_50_24
0.708,0.886,13_50_26
0.776,0.832,13_50_28
0.716,0.868,13_50_29
0.726,0.816,13_50_31
0.696,0.964,13_50_33
0.687,0.869,13_50_35
0.708,0.853,13_50_36
0.681,0.916,13_50_38
0.681,0.866,13_50_39
0.681,0.914,13_50_41
0.746,0.843,13_50_43
0.726,0.825,13_50_45
0.685,0.871,13_50_46
0.734,0.886,13_50_48
0.697,0.867,13_50_50
0.72,0.815,13_50_51
0.712,0.851,13_50_53
0.678,0.908,13_50_55
0.721,0.891,13_50_56
0.652,0.911,13_50_58
0.723,0.809,13_51_00
0.705,0.87,13_51_02
0.706,0.886,13_51_03
0.695,0.946,13_51_05
0.75,0.798,13_51_06
0.733,0.896,13_51_08
0.676,0.949,13_51_10
0.702,0.919,13_51_12
0.732,0.859,13_51_13
0.674,0.941,13_51_15
0.77,0.856,13_51_17
0.725,0.95,13_51_19
0.739,0.788,13_51_20
0.781,0.838,13_51_22
0.702,0.823,13_51_24
0.66,0.873,13_51_25
0.775,0.846,13_51_27
0.722,0.832,13_51_29
0.663,0.938,13_51_31
0.724,0.827,13_51_32
0.729,0.829,13_51_34
0.67,0.947,13_51_36
0.658,0.94,13_51_38
0.7,0.838,13_51_39
0.755,0.855,13_51_40
0.716,0.854,13_51_42
0.68,0.904,13_51_44
0.735,0.843,13_51_45
0.777,0.862,13_51_47
0.717,0.879,13_51_49
0.7,0.847,13_51_51
0.664,0.885,13_51_52
0.707,0.888,13_51_54
0.723,0.861,13_51_56
0.716,0.825,13_51_58
0.698,0.842,13_51_59
0.717,0.874,13_52_01
0.668,0.916,13_52_03
0.705,0.992,13_52_04
0.713,0.915,13_52_06
0.675,0.911,13_52_08
0.652,0.922,13_52_10
0.676,0.908,13_52_11
0.699,0.894,13_52_13
0.743,0.9,13_52_14
0.772,0.809,13_52_16
0.619,0.974,13_52_18
0.734,0.916,13_52_19
0.651,0.964,13_52_21
0.659,0.868,13_52_23
0.717,0.867,13_52_24
0.708,0.833,13_52_26
0.683,0.875,13_52_28
0.691,0.867,13_52_29
0.671,0.84,13_52_31
0.741,0.835,13_52_33
0.707,0.86,13_52_34
0.69,0.884,13_52_36
0.667,0.948,13_52_38
0.664,0.855,13_52_40
0.652,0.902,13_52_41
0.674,0.907,13_52_43
0.703,0.871,13_52_45
0.684,0.859,13_52_47
0.681,0.876,13_52_49
0.665,0.932,13_52_50
0.66,0.943,13_52_52
0.683,0.868,13_52_54
0.649,0.898,13_52_55
0.698,0.903,13_52_57
0.646,0.833,13_52_58
0.669,0.839,13_53_00
0.636,0.83,13_53_02
0.674,0.844,13_53_04
0.651,0.998,13_53_06
0.707,0.869,13_53_07
0.689,0.906,13_53_08
0.667,0.898,13_53_10
0.704,0.871,13_53_11
0.746,0.846,13_53_13
0.75,0.799,13_53_15
0.671,0.921,13_53_16
0.636,0.889,13_53_18
0.691,0.941,13_53_20
0.685,0.918,13_53_22
0.69,0.932,13_53_23
0.687,0.873,13_53_25
0.681,0.908,13_53_27
0.741,0.823,13_53_28
0.667,0.948,13_53_30
0.735,0.874,13_53_32
0.764,0.882,13_53_34
0.695,0.923,13_53_36
0.684,0.833,13_53_37
0.67,0.88,13_53_39
0.733,0.838,13_53_41
0.728,0.884,13_53_42
0.709,0.882,13_53_44
0.602,0.921,13_53_46
0.689,0.899,13_53_48
0.71,0.82,13_53_49
0.643,0.933,13_53_51
0.685,0.922,13_53_53
0.734,0.884,13_53_54
0.706,0.864,13_53_56
0.71,0.834,13_53_58
0.726,0.848,13_53_59
0.73,0.891,13_54_01
0.714,0.889,13_54_03
0.753,0.864,13_54_05
0.739,0.921,13_54_06
0.77,0.875,13_54_08
0.666,0.947,13_54_10
0.725,0.853,13_54_12
0.693,0.908,13_54_14
0.694,0.925,13_54_15
0.665,0.902,13_54_17
0.695,0.904,13_54_19
0.708,0.865,13_54_20
0.761,0.856,13_54_22
0.713,0.883,13_54_23
0.698,0.972,13_54_25
0.711,0.824,13_54_27
0.7,0.906,13_54_29
0.704,0.9,13_54_31
0.744,0.827,13_54_32
0.663,0.967,13_54_34
0.77,0.898,13_54_35
0.734,0.869,13_54_37
0.704,0.898,13_54_39
0.692,0.888,13_54_41
0.737,0.89,13_54_42
0.715,0.844,13_54_44
0.722,0.863,13_54_46
0.674,0.943,13_54_47
0.727,0.876,13_54_49
0.715,0.897,13_54_51
0.704,0.905,13_54_53
0.661,0.889,13_54_54
0.762,0.829,13_54_55
0.72,0.918,13_54_57
0.694,0.911,13_54_59
0.71,0.848,13_55_01
0.708,0.84,13_55_03
0.75,0.875,13_55_05
0.723,0.924,13_55_09
0.769,0.879,13_55_11
0.791,0.886,13_55_13
0.678,0.963,13_55_14
0.726,0.829,13_55_16
0.723,0.854,13_55_18
0.668,0.88,13_55_19
0.698,0.852,13_55_21
0.657,0.964,13_55_23
0.795,0.837,13_55_25
0.714,0.904,13_55_26
0.686,0.929,13_55_28
0.711,0.881,13_55_30
0.728,0.874,13_55_31
0.716,0.883,13_55_33
0.667,0.891,13_55_35
0.705,0.868,13_55_36
0.66,0.852,13_55_38
0.676,0.92,13_55_39
0.696,0.879,13_55_41
0.685,0.865,13_55_43
0.783,0.857,13_55_45
0.71,0.87,13_55_46
0.71,0.892,13_55_48
0.691,0.898,13_55_50
0.716,0.871,13_55_51
0.733,0.906,13_55_52
0.67,0.925,13_55_54
0.772,0.864,13_56_06
0.733,0.866,13_56_08
0.689,0.909,13_56_09
0.687,0.82,13_56_11
0.778,0.832,13_56_13
0.712,0.828,13_56_14
0.726,0.859,13_56_16
0.683,0.886,13_56_18
0.688,0.941,13_56_19
0.677,0.877,13_56_21
0.696,0.9,13_56_23
0.631,0.857,13_56_24
0.645,0.856,13_56_26
0.699,0.832,13_56_28
0.712,0.835,13_56_29
0.672,0.892,13_56_31
0.686,0.932,13_56_33
0.662,0.891,13_56_34
0.663,0.894,13_56_36
0.675,0.973,13_56_37
0.672,0.884,13_56_39
0.696,0.894,13_56_40
0.71,0.941,13_56_42
0.516,0.996,13_56_44
0.704,0.822,13_56_46
0.686,0.867,13_56_47
0.698,0.861,13_56_49
0.686,0.914,13_56_50
0.77,0.832,13_56_52
0.653,0.833,13_56_53
0.757,0.781,13_56_55
0.633,0.907,13_56_56
0.684,0.829,13_56_58
0.654,0.94,13_56_59
0.67,0.921,13_57_01
0.693,0.844,13_57_03
0.712,0.814,13_57_05
0.698,0.846,13_57_06
0.694,0.862,13_57_08
0.681,0.881,13_57_09
0.745,0.794,13_57_11
0.693,0.855,13_57_13
0.733,0.851,13_57_15
0.701,0.801,13_57_17
0.695,0.849,13_57_18
0.694,0.895,13_57_20
0.698,0.873,13_57_22
0.708,0.863,13_57_23
0.709,0.943,13_57_25
0.96,0.941,13_57_27
0.682,0.872,13_57_29
0.674,0.957,13_57_30
0.708,0.903,13_57_32
0.677,0.91,13_57_34
0.681,0.865,13_57_36
0.675,0.853,13_57_37
0.74,0.861,13_57_47
0.685,0.815,13_57_48
0.647,0.945,13_57_50
0.701,0.891,13_57_52
0.708,0.825,13_57_53
0.677,0.911,13_57_55
0.706,0.863,13_57_57
0.74,0.85,13_57_59
0.703,0.843,13_58_00
0.694,0.858,13_58_02
0.692,0.853,13_58_04
0.649,0.941,13_58_05
0.663,0.903,13_58_07
0.66,0.877,13_58_09
0.687,0.908,13_58_10
0.677,0.945,13_58_12
0.715,0.81,13_58_14
0.675,0.88,13_58_16
0.736,0.88,13_58_17
0.7,0.873,13_58_19
0.721,0.861,13_58_21
0.707,0.839,13_58_22
0.701,0.95,13_58_24
0.722,0.869,13_58_26
0.737,0.842,13_58_28
0.652,0.872,13_58_29
0.675,0.883,13_58_31
0.67,0.933,13_58_33
0.717,0.865,13_58_34
0.565,0.943,13_58_36
0.686,0.923,13_58_38
0.661,0.902,13_58_40
0.723,0.831,13_58_41
0.679,0.89,13_58_43
0.721,0.862,13_58_45
0.691,0.929,13_58_46
0.632,0.898,13_58_48
0.647,0.99,13_58_50
0.674,0.953,13_58_52
0.669,0.996,13_58_53
0.666,0.922,13_58_55
0.709,0.876,13_58_56
0.683,0.875,13_58_58
0.667,0.842,13_58_59
0.684,0.829,13_59_00
0.659,0.92,13_59_02
0.693,0.922,13_59_04
0.702,0.884,13_59_06
0.6,0.925,13_59_08
0.638,0.944,13_59_09
0.686,0.893,13_59_17
0.679,0.9,13_59_19
0.714,0.843,13_59_20
0.659,0.89,13_59_22
0.71,0.826,13_59_24
0.647,0.867,13_59_26
0.715,0.841,13_59_27
0.673,0.971,13_59_29
0.68,0.883,13_59_31
0.7,0.863,13_59_38
0.741,0.85,13_59_39
0.721,0.85,13_59_41
0.624,0.903,13_59_43
0.657,0.887,13_59_44
0.695,0.852,13_59_45
0.664,0.905,13_59_47
0.69,0.819,13_59_49
0.713,0.88,13_59_51
0.712,0.866,13_59_52
0.706,0.831,13_59_54
0.749,0.839,13_59_56
0.59,0.907,13_59_58
0.683,0.801,13_59_59
0.656,0.955,14_00_01
0.646,0.869,14_00_03
0.694,0.871,14_00_04
0.655,0.848,14_00_06
0.693,0.891,14_00_08
0.677,0.839,14_00_09
0.686,0.868,14_00_11
0.717,0.896,14_00_13
0.698,0.849,14_00_15
0.639,0.928,14_00_16
0.65,0.879,14_00_18
0.709,0.876,14_00_20
0.721,0.816,14_00_21
0.61,0.896,14_00_23
0.7,0.855,14_00_25
0.647,0.936,14_00_27
0.676,0.886,14_00_28
0.732,0.844,14_00_30
0.667,0.817,14_00_32
0.689,0.847,14_00_34
0.717,0.865,14_00_35
0.666,0.846,14_00_37
0.714,0.859,14_00_39
0.692,0.856,14_00_40
0.694,0.83,14_00_42
0.718,0.806,14_00_44
0.786,0.829,14_00_45
0.625,0.922,14_00_47
0.68,0.906,14_00_49
0.703,0.846,14_00_51
0.686,0.908,14_00_53
0.645,0.928,14_00_55
0.694,0.9,14_00_57
0.636,0.947,14_00_58
0.659,0.919,14_01_00
0.724,0.846,14_01_01
0.691,0.944,14_01_03
0.713,0.862,14_01_05
0.636,0.901,14_01_07
0.655,0.922,14_01_08
0.702,0.888,14_01_10
0.691,0.836,14_01_12
0.725,0.872,14_01_13
0.667,0.902,14_01_15
0.598,0.978,14_01_17
0.689,0.841,14_01_18
0.642,0.882,14_01_20
0.668,0.878,14_01_22
0.713,0.834,14_01_23
0.745,0.884,14_01_29
0.712,0.859,14_01_31
0.701,0.862,14_01_34
0.661,0.936,14_01_35
0.677,0.899,14_01_37
0.696,0.879,14_01_39
0.747,0.83,14_01_43
0.645,0.904,14_01_44
0.673,0.927,14_01_46
0.697,0.837,14_01_48
0.71,0.832,14_01_50
0.698,0.839,14_01_51
0.725,0.801,14_01_53
0.695,0.818,14_01_55
0.721,0.866,14_01_56
0.678,0.881,14_01_58
0.666,0.837,14_02_00
0.643,0.987,14_02_01
0.738,0.843,14_02_03
0.686,0.776,14_02_05
0.687,0.838,14_02_06
0.722,0.809,14_02_08
0.722,0.88,14_02_09
0.673,0.846,14_02_10
0.676,0.866,14_02_12
0.644,0.886,14_02_14
0.651,0.933,14_02_16
0.713,0.802,14_02_17
0.69,0.879,14_02_19
0.656,0.88,14_02_21
0.703,0.861,14_02_22
0.694,0.866,14_02_24
0.734,0.881,14_02_25
0.732,0.857,14_02_27
0.653,0.873,14_02_29
0.719,0.821,14_02_31
0.697,0.829,14_02_32
0.684,0.9,14_02_34
0.688,0.825,14_02_35
0.713,0.888,14_02_37
0.695,0.898,14_02_39
0.676,0.93,14_02_41
0.683,0.88,14_02_42
0.624,0.949,14_02_44
0.651,0.981,14_02_46
0.693,0.911,14_02_48
0.708,0.83,14_02_49
0.641,0.902,14_02_51
0.639,0.949,14_02_52
0.689,0.858,14_02_54
0.684,0.896,14_02_56
0.698,0.859,14_02_57
0.7,0.905,14_02_59
0.706,0.848,14_03_01
0.749,0.797,14_03_02
0.69,0.825,14_03_03
0.691,0.853,14_03_05
0.667,0.94,14_03_06
0.697,0.896,14_03_08
0.66,0.887,14_03_10
0.71,0.88,14_03_12
0.669,0.961,14_03_13
0.686,0.862,14_03_15
0.708,0.929,14_03_17
0.706,0.862,14_03_19
0.719,0.82,14_03_20
0.707,0.953,14_03_22
0.769,0.808,14_03_23
0.707,0.878,14_03_24
0.78,0.788,14_03_26
0.696,0.888,14_03_28
0.71,0.809,14_03_30
0.712,0.936,14_03_31
0.707,0.901,14_03_33
0.686,0.91,14_03_35
0.702,0.908,14_03_37
0.653,0.895,14_03_39
0.732,0.877,14_03_40
0.685,0.902,14_03_42
0.74,0.865,14_03_44
0.718,0.872,14_03_45
0.719,0.875,14_03_47
0.709,0.87,14_03_48
0.696,0.925,14_03_51
0.672,0.905,14_03_52
0.681,0.914,14_03_54
0.67,0.923,14_03_56
0.628,0.928,14_03_58
0.686,0.836,14_03_59
0.7,0.972,14_04_01
0.723,0.855,14_04_03
0.793,0.718,14_04_05
0.76,0.826,14_04_06
0.644,0.942,14_04_08
0.631,0.936,14_04_10
0.775,0.854,14_04_11
0.714,0.885,14_04_13
0.766,0.833,14_04_15
0.663,0.97,14_04_16
0.715,0.894,14_04_18
0.658,0.923,14_04_20
0.734,0.857,14_04_22
0.762,0.829,14_04_23
0.676,0.895,14_04_25
0.732,0.843,14_04_27
0.731,0.845,14_04_29
0.625,0.893,14_04_30
0.702,0.922,14_04_32
0.703,0.959,14_04_34
0.641,0.901,14_04_35
0.675,0.884,14_04_37
0.723,0.885,14_04_39
0.68,0.922,14_04_41
0.746,0.818,14_04_42
0.705,0.871,14_04_44
0.66,0.895,14_04_46
0.691,0.912,14_04_47
0.658,0.879,14_04_49
0.616,0.917,14_04_51
0.649,0.869,14_04_53
0.677,0.877,14_04_54
0.699,0.812,14_04_56
0.687,0.87,14_04_58
0.707,0.797,14_05_00
0.68,0.867,14_05_01
0.763,0.83,14_05_03
0.736,0.864,14_05_05
0.699,0.832,14_05_07
0.713,0.867,14_05_08
0.707,0.818,14_05_10
0.724,0.828,14_05_12
0.733,0.81,14_05_14
0.644,0.863,14_05_15
0.712,0.826,14_05_17
0.642,0.859,14_05_19
0.694,0.844,14_05_21
0.662,0.913,14_05_22
0.676,0.856,14_05_24
0.73,0.852,14_05_25
0.712,0.849,14_05_27
0.71,0.782,14_05_29
0.692,0.9,14_05_31
0.61,0.91,14_05_32
0.689,0.833,14_05_34
0.713,0.83,14_05_36
0.761,0.83,14_05_38
0.667,0.9,14_05_39
0.686,0.873,14_05_41
0.732,0.851,14_05_43
0.7,0.876,14_05_45
0.645,0.895,14_05_46
0.653,0.912,14_05_48
0.701,0.879,14_05_50
0.699,0.878,14_05_51
0.679,0.948,14_05_53
0.629,0.907,14_05_54
0.743,0.847,14_05_56
0.676,0.885,14_05_58
0.693,0.828,14_06_00
0.625,0.926,14_06_01
0.657,0.89,14_06_03
0.681,0.859,14_06_05
0.744,0.824,14_06_06
0.794,0.766,14_06_08
0.713,0.87,14_06_10
0.73,0.782,14_06_12
0.695,0.848,14_06_25
0.723,0.864,14_06_26
0.713,0.864,14_06_28
0.693,0.9,14_06_30
0.616,0.916,14_06_32
0.667,0.931,14_06_33
0.701,0.89,14_06_35
0.672,0.853,14_06_37
0.703,0.803,14_06_38
0.726,0.84,14_06_40
0.697,0.867,14_06_42
0.631,0.949,14_06_43
0.711,0.823,14_06_45
0.694,0.873,14_06_47
0.787,0.824,14_06_49
0.652,0.891,14_06_51
0.68,0.923,14_06_52
0.663,0.854,14_06_54
0.638,0.995,14_06_55
0.673,0.893,14_06_57
0.704,0.904,14_06_59
0.732,0.917,14_07_00
0.657,0.956,14_07_02
0.701,0.871,14_07_03
0.736,0.856,14_07_04
0.731,0.85,14_07_06
0.666,0.868,14_07_08
0.644,0.935,14_07_09
0.661,0.914,14_07_11
0.672,0.879,14_07_34
0.737,0.849,14_07_36
0.737,0.873,14_07_38
0.74,0.867,14_07_40
0.687,0.906,14_07_41
0.701,0.886,14_07_43
0.733,0.866,14_07_44
0.727,0.873,14_07_46
0.749,0.874,14_08_02
0.713,0.84,14_08_04
0.671,0.921,14_08_05
0.835,0.702,14_08_07
0.715,0.825,14_08_09
0.688,0.887,14_08_10
0.64,0.872,14_08_12
0.693,0.847,14_08_14
0.696,0.918,14_08_16
0.622,0.932,14_08_17
0.728,0.906,14_08_19
0.703,0.926,14_08_21
0.719,0.894,14_08_22
0.662,0.986,14_08_24
0.677,0.963,14_08_33
0.74,0.872,14_08_35
0.713,0.925,14_08_36
0.734,0.904,14_08_38
0.724,0.852,14_08_39
0.708,0.848,14_08_41
0.7,0.877,14_08_42
0.688,0.977,14_08_44
0.674,0.891,14_08_45
0.707,0.886,14_08_47
0.711,0.979,14_08_49
0.675,0.913,14_08_50
0.661,0.854,14_08_52
0.741,0.85,14_08_54
0.686,0.848,14_08_55
0.702,0.899,14_08_56
0.693,0.921,14_08_58
0.713,0.835,14_09_00
0.649,0.879,14_09_02
0.683,0.848,14_09_03
0.717,0.851,14_09_05
0.732,0.847,14_09_07
0.642,0.901,14_09_08
0.647,0.9,14_09_10
0.665,0.879,14_09_11
0.646,0.9,14_09_13
0.709,0.873,14_09_15
0.649,0.994,14_09_16
0.64,0.847,14_09_18
0.658,0.935,14_09_20
0.678,0.908,14_09_21
0.652,0.936,14_09_23
0.636,0.948,14_09_25
0.754,0.855,14_09_27
0.715,0.819,14_09_29
0.715,0.867,14_09_30
0.664,0.907,14_09_32
0.659,0.903,14_09_33
0.719,0.871,14_09_35
0.714,0.912,14_09_36
0.686,0.882,14_09_38
0.691,0.902,14_09_52
0.703,0.893,14_09_53
0.725,0.843,14_09_55
0.678,0.85,14_09_57
0.662,0.922,14_09_59
0.654,0.932,14_10_01
0.668,0.883,14_10_02
0.717,0.759,14_10_04
0.697,0.829,14_10_06
0.622,0.923,14_10_07
0.719,0.829,14_10_09
0.728,0.841,14_10_11
0.672,0.911,14_10_12
0.707,0.903,14_10_14
0.705,0.859,14_10_16
0.671,0.915,14_10_17
0.661,0.877,14_10_19
0.705,0.826,14_10_21
0.648,0.895,14_10_22
0.675,0.908,14_10_24
0.694,0.879,14_10_26
0.79,0.81,14_10_28
0.644,0.907,14_10_29
0.668,0.848,14_10_31
0.723,0.846,14_10_33
0.76,0.859,14_10_35
0.707,0.837,14_10_36
0.723,0.816,14_10_38
0.646,0.95,14_10_39
