khoảng cách trên,khoảng cách dưới
0.679,0.853,07_58_04
0.672,0.871,07_58_05
0.707,0.809,07_58_23
0.666,0.84,07_58_24
0.645,0.859,07_58_26
0.739,0.8,07_58_27
0.645,0.848,07_59_51
0.661,0.842,07_59_53
0.667,0.807,07_59_55
0.665,0.822,07_59_56
0.672,0.854,07_59_58
0.682,0.858,07_59_59
0.646,0.915,08_00_01
0.656,0.904,08_00_03
0.672,0.92,08_00_04
0.629,0.964,08_00_06
0.694,0.808,08_00_07
0.649,0.86,08_00_37
0.619,0.921,08_00_39
0.595,0.87,08_00_40
0.683,0.855,08_09_29
0.667,0.651,08_09_30
0.654,0.684,08_09_32
0.601,0.556,08_09_34
0.595,0.868,08_09_35
0.691,0.895,08_09_37
0.707,0.771,08_09_39
0.644,0.813,08_09_40
0.737,0.753,08_09_43
0.677,0.826,08_09_45
0.771,0.845,08_09_46
0.628,0.927,08_09_48
0.618,0.93,08_09_49
0.703,0.914,08_09_51
0.689,0.939,08_09_53
0.745,0.824,08_09_54
0.728,0.845,08_10_00
0.74,0.809,08_10_02
0.688,0.907,08_10_04
0.682,0.895,08_10_05
0.703,0.816,08_10_07
0.629,0.852,08_10_09
0.641,0.984,08_10_10
0.729,0.871,08_10_12
0.617,0.921,08_10_13
0.656,0.898,08_10_15
0.625,0.863,08_10_17
0.603,0.878,08_10_18
0.781,0.835,08_10_21
0.641,0.894,08_10_22
0.654,0.855,08_10_24
0.672,0.891,08_10_25
0.67,0.84,08_10_28
0.625,0.889,08_10_29
0.687,0.813,08_10_31
0.603,0.821,08_10_33
0.645,0.831,08_10_34
0.696,0.847,08_10_36
0.677,0.814,08_10_37
0.656,0.831,08_10_39
0.702,0.892,08_10_40
0.642,0.932,08_10_42
0.753,0.804,08_10_44
0.716,0.743,08_10_46
0.669,0.728,08_10_47
0.696,0.767,08_10_49
0.668,0.854,08_10_50
0.636,0.9,08_11_14
0.722,0.849,08_11_16
0.686,0.825,08_11_18
0.635,0.878,08_11_19
0.696,0.763,08_11_21
0.687,0.794,08_11_47
0.625,0.874,08_11_49
0.684,0.809,08_11_51
0.708,0.742,08_11_52
0.676,0.869,08_13_33
0.655,0.913,08_13_34
0.666,0.891,08_13_36
0.715,0.841,08_13_38
0.645,0.857,08_13_39
0.659,0.901,08_13_41
0.644,0.829,08_13_42
0.659,0.843,08_13_44
0.67,0.72,08_13_46
0.651,0.796,08_13_47
0.649,0.823,08_14_01
0.694,0.774,08_14_02
0.658,0.856,08_14_04
0.591,0.836,08_14_06
0.687,0.794,08_14_08
0.677,0.823,08_14_09
0.675,0.817,08_14_11
0.676,0.837,08_14_12
0.715,0.799,08_14_14
0.72,0.779,08_14_16
0.669,0.87,08_14_17
0.732,0.763,08_14_19
0.705,0.787,08_14_20
0.666,0.848,08_14_22
0.66,0.788,08_14_24
0.658,0.847,08_14_26
0.68,0.909,08_14_27
0.713,0.842,08_14_29
0.695,0.833,08_14_31
0.69,0.867,08_14_33
0.656,0.867,08_14_34
0.696,0.874,08_14_36
0.685,0.82,08_14_37
0.64,0.891,08_14_39
0.698,0.797,08_14_41
0.664,0.866,08_14_43
0.74,0.816,08_14_44
0.669,0.852,08_14_46
0.692,0.823,08_14_47
0.662,0.832,08_14_49
0.624,0.883,08_14_51
0.711,0.773,08_14_53
0.603,0.881,08_14_54
0.603,0.857,08_14_56
0.601,0.866,08_14_57
0.713,0.891,08_14_59
0.657,0.905,08_15_01
0.677,0.846,08_15_03
0.647,0.863,08_15_04
0.665,0.914,08_15_06
0.69,0.883,08_15_08
0.678,0.919,08_15_09
0.625,0.874,08_15_11
0.64,0.836,08_15_13
0.711,0.86,08_15_15
0.691,0.878,08_15_16
0.698,0.831,08_15_18
0.644,0.894,08_15_20
0.67,0.857,08_15_21
0.674,0.81,08_15_23
0.661,0.839,08_15_25
0.636,0.851,08_15_26
0.661,0.827,08_15_28
0.723,0.795,08_15_30
0.627,0.896,08_15_35
0.674,0.823,08_15_37
0.709,0.803,08_15_38
0.673,0.811,08_15_40
0.688,0.771,08_15_42
0.623,0.855,08_15_43
0.694,0.777,08_15_45
0.672,0.882,08_15_46
0.642,0.781,08_15_48
0.647,0.881,08_15_50
0.695,0.781,08_15_51
0.662,0.866,08_15_53
0.654,0.84,08_15_55
0.631,0.961,08_15_56
0.672,0.833,08_15_58
0.728,0.794,08_15_59
0.684,0.848,08_16_01
0.718,0.826,08_16_03
0.751,0.812,08_16_05
0.653,0.845,08_16_06
0.724,0.853,08_16_08
0.639,0.857,08_16_10
0.732,0.828,08_16_11
0.6,0.901,08_16_13
0.617,0.823,08_16_28
0.582,0.832,08_16_29
0.564,0.914,08_16_31
0.634,0.894,08_16_33
0.664,0.793,08_16_34
0.587,0.918,08_16_36
0.593,0.872,08_16_37
0.712,0.888,08_16_39
0.739,0.822,08_16_41
0.661,0.917,08_16_42
0.675,0.867,08_16_44
0.61,0.879,08_16_53
0.628,0.818,08_16_54
0.642,0.899,08_16_56
0.716,0.756,08_16_57
0.685,0.856,08_16_59
0.609,0.954,08_17_01
0.604,0.835,08_17_02
0.554,0.898,08_17_04
0.675,0.784,08_17_06
0.631,0.841,08_17_08
0.668,0.794,08_17_09
0.662,0.863,08_17_11
0.7,0.782,08_17_12
0.708,0.82,08_17_14
0.639,0.865,08_17_16
0.597,0.866,08_17_18
0.662,0.81,08_17_19
0.705,0.809,08_18_11
0.681,0.836,08_18_13
0.683,0.917,08_18_15
0.706,0.974,08_18_16
0.639,0.955,08_18_18
0.683,0.84,08_18_19
0.621,0.911,08_18_21
0.683,0.908,08_18_23
0.648,0.802,08_18_25
0.69,0.796,08_18_26
0.693,0.795,08_18_28
0.633,0.921,08_18_39
0.632,0.873,08_18_40
0.609,0.848,08_18_58
0.693,0.858,08_19_00
0.666,0.793,08_19_02
0.673,0.808,08_19_03
0.676,0.787,08_19_05
0.654,0.873,08_19_07
0.7,0.75,08_19_08
0.728,0.81,08_19_10
0.68,0.825,08_19_12
0.666,0.934,08_19_37
0.713,0.805,08_19_39
0.717,0.758,08_19_40
0.661,0.918,08_19_42
0.71,0.771,08_19_44
0.659,0.795,08_19_45
0.6,0.873,08_19_47
0.682,0.82,08_19_49
0.731,0.77,08_19_51
0.603,0.913,08_19_52
0.7,0.866,08_19_54
0.71,0.843,08_20_05
0.73,0.778,08_20_07
0.605,0.945,08_20_09
0.657,0.892,08_20_11
0.635,0.929,08_20_13
0.674,0.865,08_20_14
0.748,0.771,08_20_16
0.768,0.812,08_20_18
0.673,0.849,08_20_19
0.647,0.83,08_20_21
0.696,0.861,08_20_23
0.676,0.903,08_20_24
0.643,0.886,08_20_26
0.691,0.818,08_20_27
0.66,0.873,08_20_38
0.655,0.794,08_20_40
0.62,0.997,08_20_41
0.682,0.865,08_20_43
0.715,0.834,08_20_44
0.654,0.866,08_20_46
0.713,0.834,08_20_48
0.673,0.806,08_20_50
0.711,0.83,08_20_51
0.722,0.815,08_20_53
0.681,0.921,08_20_55
0.678,0.948,08_20_56
0.713,0.828,08_20_58
0.762,0.86,08_21_08
0.736,0.825,08_21_10
0.657,0.913,08_21_11
0.641,0.892,08_21_13
0.632,0.873,08_21_15
0.627,0.928,08_21_16
0.623,0.868,08_21_18
0.61,0.926,08_21_20
0.647,0.844,08_21_21
0.664,0.821,08_21_23
0.676,0.824,08_21_25
0.631,0.884,08_21_27
0.645,0.878,08_21_28
0.699,0.763,08_21_30
0.658,0.834,08_21_32
0.628,0.898,08_21_47
0.729,0.915,08_21_49
0.593,0.918,08_21_50
0.694,0.882,08_21_52
0.718,0.803,08_21_53
0.688,0.977,08_21_55
0.6,0.827,08_21_57
0.685,0.902,08_21_58
0.655,0.838,08_22_00
0.687,0.845,08_22_01
0.723,0.759,08_22_03
0.672,0.841,08_22_10
0.664,0.734,08_22_12
0.66,0.803,08_22_13
0.731,0.739,08_22_15
0.697,0.823,08_22_17
0.689,0.796,08_22_18
0.72,0.769,08_22_20
0.689,0.827,08_22_21
0.616,0.869,08_22_23
0.622,0.877,08_22_25
0.579,0.938,08_22_26
0.669,0.797,08_22_28
0.607,0.87,08_22_30
0.675,0.787,08_22_32
0.651,0.922,08_22_33
0.659,0.905,08_22_35
0.654,0.875,08_22_37
0.617,0.877,08_22_38
0.669,0.877,08_22_40
0.735,0.789,08_22_42
0.725,0.775,08_22_43
0.671,0.843,08_22_45
0.66,0.909,08_22_47
0.644,0.907,08_22_48
0.68,0.842,08_22_50
0.696,0.738,08_22_52
0.637,0.902,08_23_06
0.628,0.805,08_23_07
0.703,0.802,08_23_09
0.615,0.907,08_23_10
0.753,0.798,08_23_12
0.685,0.782,08_23_14
0.712,0.771,08_23_16
0.642,0.901,08_23_17
0.61,0.899,08_23_19
0.62,0.904,08_23_21
0.625,0.912,08_23_22
0.687,0.858,08_23_24
0.717,0.794,08_23_26
0.67,0.796,08_23_27
0.697,0.826,08_23_29
0.677,0.768,08_23_31
0.643,0.757,08_23_32
0.637,0.779,08_23_40
0.743,0.877,08_23_41
0.682,0.853,08_23_43
0.656,0.884,08_23_45
0.559,0.874,08_23_47
0.631,0.961,08_23_48
0.672,0.881,08_23_50
0.691,0.873,08_23_52
0.71,0.888,08_23_53
0.622,0.858,08_23_55
0.671,0.92,08_23_57
0.725,0.757,08_23_58
0.69,0.947,08_24_00
0.7,0.826,08_24_02
0.783,0.775,08_24_03
0.723,0.745,08_24_05
0.643,0.83,08_24_07
0.598,0.866,08_24_08
0.669,0.894,08_24_10
0.661,0.873,08_24_12
0.729,0.844,08_24_14
0.719,0.794,08_24_15
0.751,0.792,08_24_29
0.663,0.883,08_24_30
0.676,0.825,08_24_32
0.69,0.812,08_24_34
0.687,0.837,08_24_36
0.669,0.813,08_24_37
0.751,0.774,08_24_39
0.697,0.78,08_24_41
0.641,0.851,08_24_42
0.671,0.848,08_24_51
0.655,0.847,08_24_53
0.667,0.79,08_24_54
0.692,0.809,08_24_56
0.629,0.875,08_24_58
0.601,0.81,08_25_00
0.743,0.804,08_25_01
0.695,0.755,08_25_03
0.681,0.81,08_25_05
0.678,0.832,08_25_06
0.636,0.891,08_25_08
0.617,0.803,08_25_09
0.704,0.794,08_25_11
0.66,0.804,08_25_13
0.62,0.927,08_25_14
0.705,0.867,08_25_16
0.653,0.839,08_25_19
0.711,0.879,08_25_21
0.634,0.948,08_25_23
0.687,0.784,08_25_24
0.704,0.757,08_25_26
0.709,0.78,08_25_28
0.636,0.839,08_25_29
0.688,0.77,08_25_31
0.702,0.879,08_25_33
0.668,0.802,08_25_34
0.663,0.86,08_25_36
0.715,0.777,08_25_38
0.7,0.859,08_25_40
0.621,0.811,08_25_41
0.679,0.8,08_25_43
0.72,0.799,08_25_45
0.648,0.819,08_25_46
0.688,0.82,08_25_48
0.646,0.871,08_25_50
0.676,0.829,08_25_51
0.725,0.771,08_25_53
0.682,0.845,08_25_55
0.629,0.813,08_25_56
0.668,0.738,08_25_58
0.667,0.872,08_26_00
0.701,0.775,08_26_01
0.688,0.81,08_26_03
0.722,0.782,08_26_05
0.709,0.731,08_26_07
0.672,0.834,08_26_08
0.654,0.805,08_26_10
0.594,0.847,08_26_11
0.737,0.776,08_26_13
0.656,0.815,08_26_15
0.635,0.824,08_26_17
0.635,0.816,08_26_18
0.642,0.74,08_26_20
0.641,0.846,08_26_22
0.654,0.79,08_26_24
0.702,0.857,08_26_25
0.617,0.911,08_26_27
0.729,0.83,08_26_29
0.73,0.871,08_26_30
0.737,0.796,08_26_38
0.725,0.77,08_26_39
0.657,0.819,08_26_41
0.712,0.766,08_26_43
0.705,0.834,08_26_44
0.619,0.877,08_26_46
0.708,0.878,08_26_48
0.715,0.822,08_26_49
0.646,0.879,08_26_51
0.692,0.763,08_26_52
0.659,0.963,08_26_54
0.681,0.813,08_26_56
0.698,0.814,08_26_57
0.629,0.827,08_26_59
0.726,0.749,08_27_01
0.607,0.88,08_27_02
0.618,0.887,08_27_04
0.665,0.815,08_27_06
0.607,0.891,08_27_07
0.607,0.923,08_27_09
0.681,0.766,08_27_11
0.602,0.858,08_27_12
0.709,0.809,08_27_14
0.651,0.87,08_27_16
0.685,0.801,08_27_18
0.598,0.864,08_27_19
0.718,0.765,08_27_21
0.717,0.777,08_27_22
0.654,0.802,08_27_28
0.64,0.857,08_27_29
0.62,0.857,08_27_31
0.688,0.824,08_27_33
0.647,0.816,08_27_34
0.633,0.856,08_27_35
0.629,0.891,08_27_37
0.678,0.787,08_27_38
0.641,0.857,08_27_40
0.673,0.796,08_27_42
0.638,0.836,08_27_43
0.703,0.762,08_27_45
0.734,0.847,08_27_47
0.585,0.936,08_27_49
0.634,0.891,08_27_50
0.654,0.84,08_27_52
0.638,0.888,08_29_19
0.715,0.846,08_29_21
0.712,0.876,08_29_22
0.606,0.969,08_29_24
0.657,0.865,08_29_26
0.629,0.859,08_29_27
0.674,0.744,08_29_29
0.604,0.969,08_29_30
0.636,0.873,08_29_32
0.661,0.9,08_29_34
0.722,0.813,08_29_36
0.638,0.871,08_29_37
0.643,0.905,08_29_39
0.7,0.795,08_29_40
0.679,0.788,08_29_42
0.683,0.791,08_29_44
0.672,0.864,08_29_45
0.675,0.801,08_29_48
0.694,0.773,08_29_49
0.679,0.786,08_29_50
0.662,0.802,08_29_52
0.626,0.874,08_29_54
0.707,0.806,08_29_55
0.633,0.875,08_29_57
0.683,0.839,08_29_59
0.653,0.82,08_30_00
0.643,0.741,08_30_02
0.674,0.777,08_30_04
0.658,0.812,08_30_05
0.663,0.791,08_30_07
0.726,0.754,08_30_09
0.632,0.821,08_30_10
0.629,0.845,08_30_12
0.603,0.855,08_30_14
0.697,0.794,08_30_15
0.654,0.859,08_30_17
0.634,0.867,08_30_19
0.624,0.91,08_30_20
0.621,0.857,08_30_22
0.654,0.869,08_30_24
0.714,0.868,08_30_26
0.603,0.911,08_30_27
0.652,0.789,08_30_29
0.675,0.813,08_30_31
0.695,0.84,08_30_32
0.661,0.795,08_30_34
0.703,0.797,08_30_36
0.615,0.859,08_30_37
0.69,0.862,08_30_39
0.652,0.806,08_30_41
0.677,0.787,08_30_43
0.625,0.786,08_30_44
0.727,0.834,08_30_46
0.695,0.797,08_30_48
0.656,0.804,08_30_49
0.697,0.804,08_30_51
0.663,0.808,08_30_53
0.601,0.905,08_30_54
0.757,0.766,08_30_56
0.629,0.869,08_30_57
0.723,0.766,08_30_59
0.686,0.799,08_31_01
0.67,0.856,08_31_02
0.727,0.846,08_31_04
0.753,0.798,08_31_06
0.605,0.855,08_31_07
0.722,0.802,08_31_09
0.706,0.821,08_31_11
0.694,0.817,08_31_12
0.648,0.882,08_31_14
0.681,0.835,08_31_16
0.688,0.734,08_31_18
0.672,0.783,08_31_19
0.673,0.755,08_31_21
0.703,0.761,08_31_22
0.585,0.792,08_31_24
0.666,0.908,08_31_26
0.697,0.818,08_31_27
0.716,0.788,08_31_29
0.685,0.858,08_31_31
0.683,0.88,08_31_33
0.687,0.802,08_31_34
0.658,0.854,08_31_36
0.653,0.789,08_31_38
0.692,0.824,08_31_39
0.724,0.784,08_31_41
0.648,0.831,08_31_43
0.698,0.86,08_31_44
0.687,0.905,08_31_46
0.656,0.893,08_31_48
0.677,0.815,08_31_49
0.706,0.8,08_31_51
0.715,0.851,08_31_53
0.71,0.889,08_31_55
0.607,0.881,08_31_56
0.773,0.787,08_31_58
0.754,0.821,08_32_00
0.736,0.84,08_32_02
0.631,0.903,08_32_03
0.713,0.819,08_32_05
0.711,0.795,08_32_07
0.741,0.821,08_32_08
0.595,0.831,08_32_10
0.678,0.774,08_32_12
0.659,0.883,08_32_18
0.634,0.914,08_32_19
0.646,0.833,08_32_21
0.689,0.792,08_32_23
0.697,0.791,08_32_24
0.616,0.87,08_32_26
0.702,0.787,08_32_28
0.615,0.868,08_32_30
0.674,0.768,08_32_31
0.618,0.888,08_32_33
0.669,0.828,08_32_34
0.636,0.887,08_32_36
0.679,0.869,08_32_38
0.644,0.801,08_32_39
0.681,0.848,08_32_41
0.68,0.77,08_32_47
0.648,0.827,08_32_49
0.699,0.756,08_32_51
0.705,0.802,08_32_52
0.599,0.907,08_32_54
0.64,0.874,08_32_56
0.706,0.838,08_32_57
0.628,0.786,08_32_59
0.68,0.816,08_33_00
0.662,0.763,08_33_02
0.699,0.881,08_33_03
0.725,0.757,08_33_05
0.597,0.855,08_33_07
0.639,0.853,08_33_09
0.657,0.822,08_33_10
0.664,0.856,08_33_12
0.772,0.834,08_33_23
0.641,0.843,08_33_25
0.719,0.779,08_33_27
0.63,0.81,08_33_28
0.667,0.797,08_33_30
0.698,0.795,08_33_32
0.622,0.836,08_33_33
0.655,0.83,08_33_35
0.662,0.805,08_33_37
0.653,0.872,08_33_38
0.606,0.9,08_33_40
0.679,0.784,08_33_42
0.674,0.817,08_33_43
0.685,0.839,08_33_45
0.654,0.872,08_33_47
0.673,0.905,08_33_49
0.674,0.843,08_33_50
0.651,0.975,08_33_52
0.639,0.945,08_33_53
0.627,0.825,08_33_55
0.643,0.832,08_33_57
0.715,0.746,08_33_59
0.709,0.794,08_34_00
0.666,0.88,08_34_02
0.634,0.833,08_34_04
0.633,0.849,08_34_05
0.702,0.794,08_34_12
0.69,0.84,08_34_14
0.633,0.935,08_34_16
0.669,0.805,08_34_17
0.616,0.891,08_34_19
0.636,0.865,08_34_21
0.678,0.794,08_34_22
0.66,0.738,08_34_24
0.644,0.847,08_34_26
0.635,0.786,08_34_28
0.689,0.769,08_34_29
0.609,0.866,08_34_31
0.712,0.743,08_34_33
0.707,0.781,08_34_34
0.644,0.894,08_34_36
0.724,0.788,08_34_38
0.648,0.856,08_34_39
0.687,0.803,08_34_41
0.634,0.799,08_34_43
0.608,0.831,08_34_44
0.628,0.838,08_34_46
0.626,0.812,08_34_48
0.661,0.816,08_34_50
0.654,0.778,08_34_51
0.619,0.888,08_34_53
0.698,0.875,08_34_55
0.67,0.888,08_34_56
0.62,0.872,08_34_58
0.653,0.806,08_35_00
0.642,0.873,08_35_02
0.66,0.84,08_35_03
0.634,0.8,08_35_05
0.704,0.748,08_35_07
0.614,0.853,08_35_08
0.667,0.795,08_35_10
0.694,0.892,08_35_12
0.664,0.903,08_35_13
0.7,0.892,08_35_15
0.664,0.843,08_35_17
0.761,0.812,08_35_19
0.631,0.907,08_35_20
0.626,0.892,08_35_22
0.657,0.87,08_35_24
0.706,0.792,08_35_25
0.698,0.763,08_35_27
0.631,0.802,08_35_29
0.742,0.741,08_35_30
0.595,0.78,08_35_32
0.734,0.801,08_35_34
0.719,0.76,08_35_36
0.684,0.746,08_35_37
0.643,0.782,08_35_39
0.638,0.882,08_35_41
0.599,0.834,08_35_42
0.697,0.798,08_35_44
0.634,0.845,08_35_47
0.607,0.868,08_35_48
0.611,0.85,08_35_50
0.694,0.803,08_35_52
0.695,0.764,08_35_54
0.686,0.804,08_35_55
0.716,0.84,08_35_57
0.638,0.861,08_35_58
0.665,0.842,08_36_00
0.679,0.753,08_36_06
0.623,0.812,08_36_07
0.718,0.784,08_36_09
0.642,0.792,08_36_10
0.697,0.77,08_36_14
0.641,0.802,08_36_16
0.677,0.806,08_36_18
0.59,0.824,08_36_19
0.67,0.839,08_36_25
0.617,0.791,08_36_26
0.621,0.846,08_36_28
0.714,0.798,08_36_30
0.756,0.665,08_36_36
0.661,0.809,08_36_38
0.672,0.772,08_36_45
0.635,0.741,08_36_46
0.699,0.787,08_36_48
0.591,0.822,08_36_50
0.659,0.805,08_36_51
0.618,0.891,08_36_53
0.712,0.841,08_36_55
0.656,0.845,08_36_56
0.701,0.811,08_36_58
0.687,0.847,08_37_00
0.597,0.824,08_37_01
0.709,0.818,08_37_03
0.744,0.735,08_37_05
0.67,0.816,08_37_06
0.715,0.816,08_37_08
0.603,0.841,08_37_10
0.715,0.787,08_37_13
0.663,0.929,08_37_15
0.712,0.832,08_37_17
0.726,0.806,08_37_18
0.738,0.824,08_37_20
0.616,0.813,08_37_22
0.714,0.809,08_37_24
0.67,0.86,08_37_25
0.677,0.865,08_37_27
0.605,0.947,08_37_28
0.654,0.821,08_37_45
0.665,0.893,08_37_46
0.689,0.835,08_37_48
0.67,0.872,08_37_49
0.685,0.834,08_37_53
0.695,0.848,08_37_54
0.686,0.924,08_37_56
0.699,0.831,08_37_59
0.663,0.882,08_38_00
0.694,0.785,08_38_02
0.673,0.913,08_38_04
0.699,0.877,08_38_05
0.605,0.901,08_38_07
0.719,0.859,08_38_09
0.616,0.904,08_38_10
0.67,0.852,08_38_11
0.656,0.861,08_38_15
0.718,0.853,08_38_17
0.618,0.884,08_38_18
0.701,0.766,08_38_20
0.623,0.849,08_38_22
0.732,0.801,08_38_24
0.724,0.764,08_38_25
0.683,0.809,08_38_27
0.723,0.821,08_38_29
0.645,0.805,08_38_31
0.661,0.822,08_38_33
0.627,0.779,08_38_34
0.632,0.822,08_38_36
0.665,0.812,08_38_38
0.639,0.783,08_38_39
0.708,0.733,08_38_41
0.776,0.705,08_38_43
0.667,0.746,08_38_45
0.607,0.739,08_38_46
0.694,0.78,08_38_48
0.656,0.781,08_38_55
0.642,0.751,08_38_57
0.576,0.782,08_38_58
0.634,0.756,08_39_00
0.663,0.756,08_39_01
0.611,0.798,08_39_03
0.542,0.818,08_39_05
0.628,0.85,08_39_06
0.638,0.93,08_39_08
0.696,0.83,08_39_09
0.765,0.835,08_39_11
0.751,0.797,08_39_13
0.677,0.595,08_39_14
0.618,0.698,08_39_16
0.725,0.672,08_39_18
0.612,0.785,08_39_19
0.637,0.782,08_39_21
0.615,0.934,08_39_23
0.646,0.833,08_39_24
0.643,0.859,08_39_26
0.61,0.821,08_39_28
0.673,0.848,08_39_29
0.672,0.783,08_39_31
0.65,0.76,08_39_32
0.642,0.791,08_39_40
0.614,0.81,08_39_42
0.634,0.843,08_39_44
0.705,0.768,08_39_45
0.64,0.822,08_39_55
0.675,0.805,08_39_57
0.673,0.84,08_39_59
0.629,0.771,08_40_00
0.589,0.784,08_40_07
0.751,0.754,08_40_09
0.609,0.887,08_40_11
0.722,0.746,08_40_12
0.61,0.768,08_40_35
0.698,0.771,08_40_37
0.59,0.841,08_40_38
0.654,0.827,08_40_40
0.644,0.896,08_40_45
0.648,0.815,08_40_46
0.628,0.823,08_40_48
0.592,0.879,08_40_49
0.694,0.832,08_41_03
0.62,0.943,08_41_04
0.614,0.864,08_41_06
0.661,0.784,08_41_07
0.678,0.82,08_41_14
0.654,0.789,08_41_16
0.619,0.902,08_41_17
0.701,0.833,08_41_19
0.702,0.778,08_41_21
0.67,0.813,08_41_23
0.65,0.841,08_41_24
0.69,0.845,08_41_26
0.698,0.769,08_41_30
0.61,0.867,08_41_32
0.672,0.85,08_41_34
0.675,0.875,08_41_35
0.673,0.756,08_41_38
0.57,0.91,08_41_39
0.607,0.761,08_41_41
0.656,0.751,08_41_42
0.635,0.797,08_41_45
0.643,0.767,08_41_47
0.623,0.852,08_41_49
0.636,0.873,08_41_50
0.66,0.804,08_41_52
0.703,0.785,08_41_54
0.676,0.802,08_41_56
0.61,0.827,08_41_57
0.655,0.784,08_41_59
0.638,0.849,08_42_00
0.662,0.743,08_42_03
0.701,0.723,08_42_04
0.715,0.749,08_42_06
0.658,0.782,08_42_07
0.599,0.817,08_42_09
0.526,0.777,08_42_11
0.625,0.838,08_42_12
0.59,0.846,08_42_14
0.58,0.825,08_42_15
0.597,0.809,08_42_17
0.622,0.777,08_42_20
0.538,0.798,08_42_22
0.644,0.74,08_42_24
0.59,0.766,08_42_25
0.712,0.766,08_42_29
0.638,0.779,08_42_31
0.621,0.83,08_42_32
0.59,0.809,08_42_34
0.69,0.717,08_42_39
0.604,0.801,08_42_40
0.663,0.72,08_42_42
0.544,0.792,08_42_44
0.653,0.716,08_42_45
0.536,0.844,08_42_47
0.553,0.812,08_42_49
0.565,0.84,08_42_50
0.659,0.762,08_42_52
0.59,0.82,08_42_54
0.587,0.81,08_42_55
0.604,0.767,08_42_57
0.619,0.694,08_43_10
