0.619,0.894,00_00_04
0.636,0.92,00_00_06
0.714,0.86,00_00_08
0.644,0.869,00_00_09
0.655,0.83,00_00_11
0.632,0.872,00_00_12
0.647,0.906,00_00_14
0.641,0.859,00_00_15
0.627,0.902,00_00_17
0.589,0.882,00_00_19
0.691,0.972,00_00_20
0.704,0.834,00_00_22
0.554,0.928,00_00_23
0.656,0.793,00_00_25
0.662,0.905,00_00_27
0.706,0.87,00_00_28
0.746,0.841,00_00_30
0.652,0.892,00_00_32
0.702,0.883,00_00_33
0.702,0.863,00_00_35
0.643,0.957,00_00_36
0.646,0.91,00_00_38
0.666,0.913,00_00_40
0.682,0.879,00_00_41
0.642,0.979,00_00_43
0.685,0.894,00_00_44
0.671,0.921,00_00_46
0.662,0.88,00_00_47
0.636,0.944,00_00_58
0.684,0.843,00_01_00
0.507,1.054,00_01_01
0.666,0.869,00_01_03
0.675,0.893,00_01_05
0.715,0.849,00_01_06
0.734,0.889,00_01_08
0.642,0.916,00_01_09
0.633,0.849,00_01_11
0.64,0.947,00_01_12
0.62,0.86,00_01_14
0.638,0.92,00_01_16
0.693,0.925,00_01_17
0.676,0.867,00_01_29
0.618,0.879,00_01_31
0.608,0.881,00_01_33
0.786,0.758,00_01_34
0.635,0.874,00_01_36
0.648,0.892,00_01_37
0.712,0.745,00_01_39
0.652,0.945,00_01_41
0.673,0.882,00_01_42
0.677,0.834,00_01_44
0.672,0.798,00_01_45
0.674,0.885,00_01_47
0.669,0.897,00_01_49
0.644,0.835,00_01_50
0.716,0.883,00_02_16
0.717,0.842,00_02_18
0.713,0.864,00_02_20
0.686,0.87,00_02_21
0.719,0.922,00_02_23
0.856,0.709,00_02_24
0.656,0.883,00_02_26
0.657,0.85,00_02_27
0.658,0.856,00_02_29
0.684,0.806,00_02_31
0.694,0.831,00_02_33
0.667,0.885,00_02_34
0.627,0.824,00_02_36
0,0.849,00_02_37
0.691,0.859,00_02_39
0.691,0.815,00_02_40
0.69,0.897,00_02_42
0.707,0.907,00_02_44
0.667,0.928,00_02_45
0.648,0.854,00_02_47
0.394,0.743,00_02_49
0.365,0.678,00_02_51
0.455,0.836,00_02_52
0.379,0.813,00_02_54
0.49,0.488,00_02_55
0.758,0.508,00_02_57
0.536,0.612,00_02_59
0.627,0.82,00_03_00
0.638,0.866,00_03_02
0.523,1.07,00_03_03
0.601,0.978,00_03_05
0.672,0.842,00_03_07
0.704,0.84,00_03_08
0.667,0.933,00_03_10
0.547,1.117,00_03_11
0.638,0.901,00_03_13
0.653,0.889,00_03_14
0.641,0.798,00_03_16
0.668,0.847,00_03_18
0.652,0.848,00_03_19
0.704,0.854,00_03_21
0.64,0.86,00_03_23
0.655,0.922,00_03_24
0.683,0.789,00_03_26
0.601,0.875,00_03_27
0.663,0.838,00_04_17
0.613,0.861,00_04_18
0.655,0.874,00_04_20
0.648,0.864,00_04_21
0.661,0.872,00_04_23
0.619,0.881,00_04_25
0.581,0.901,00_04_26
0.688,0.825,00_04_28
0.6,0.922,00_04_29
0.669,0.803,00_04_31
0.701,0.898,00_04_33
0.697,0.849,00_04_34
0.62,0.9,00_04_36
0.674,0.937,00_04_37
0.689,0.851,00_04_39
0.681,0.876,00_04_41
0.685,0.933,00_04_42
