khoảng cách trên,khoảng cách dưới
0.698,0.71,07_48_04
0.636,0.774,07_48_14
0.624,0.729,07_48_16
0.639,0.798,07_48_18
0.687,0.733,07_48_20
0.628,0.755,07_48_21
0.655,0.778,07_48_23
0.707,0.705,07_48_25
0.696,0.791,07_48_26
0.663,0.745,07_48_28
0.655,0.792,07_48_29
0.601,0.747,07_48_31
0.629,0.714,07_48_33
0.588,0.791,07_48_34
0.724,0.743,07_48_36
0.659,0.735,07_48_38
0.641,0.785,07_48_39
0.66,0.746,07_48_41
0.712,0.754,07_48_42
0.686,0.748,07_48_44
0.629,0.733,07_48_46
0.689,0.797,07_48_47
0.694,0.731,07_48_49
0.661,0.763,07_48_51
0.613,0.811,07_48_52
0.627,0.832,07_48_54
0.73,0.766,07_48_55
0.69,0.821,07_48_57
0.692,0.738,07_48_58
0.648,0.829,07_49_00
0.63,0.742,07_49_02
0.665,0.75,07_49_04
0.689,0.813,07_49_05
0.688,0.724,07_49_07
0.648,0.781,07_49_21
0.688,0.773,07_49_22
0.685,0.754,07_49_24
0.635,0.762,07_49_25
0.696,0.758,07_49_27
0.645,0.784,07_49_29
0.638,0.808,07_49_30
0.645,0.747,07_49_32
0.67,0.722,07_49_34
0.683,0.81,07_49_35
0.692,0.752,07_49_37
0.682,0.742,07_49_39
0.699,0.806,07_50_06
0.646,0.797,07_50_07
0.637,0.815,07_50_09
0.698,0.768,07_50_11
0.672,0.833,07_50_13
0.662,0.768,07_50_14
0.733,0.76,07_50_16
0.669,0.721,07_50_17
0.652,0.818,07_50_19
0.689,0.727,07_50_21
0.714,0.74,07_50_22
0.643,0.741,07_50_24
0.679,0.789,07_50_26
0.692,0.82,07_50_28
0.681,0.777,07_50_29
0.696,0.813,07_50_31
0.708,0.746,07_50_33
0.667,0.741,07_50_34
0.666,0.759,07_50_36
0.694,0.7,07_50_37
0.709,0.755,07_50_39
0.742,0.7,07_50_41
0.677,0.751,07_50_43
0.659,0.817,07_50_44
0.666,0.716,07_50_46
0.65,0.741,07_50_47
0.702,0.733,07_50_49
0.633,0.729,07_50_51
0.642,0.714,07_50_52
0.715,0.756,07_50_54
0.723,0.724,07_50_56
0.679,0.804,07_51_14
0.679,0.778,07_51_16
0.691,0.79,07_51_18
0.657,0.844,07_51_19
0.669,0.783,07_51_21
0.665,0.816,07_51_22
0.677,0.791,07_51_24
0.637,0.768,07_51_26
0.683,0.813,07_51_27
0.716,0.772,07_51_29
0.635,0.825,07_51_31
0.674,0.738,07_51_32
0.686,0.736,07_51_34
0.659,0.821,07_51_35
0.702,0.742,07_51_37
0.726,0.697,07_51_39
0.686,0.728,07_51_40
0.612,0.857,07_51_42
0.693,0.815,07_51_44
0.598,0.807,07_51_45
0.702,0.766,07_51_47
0.683,0.703,07_52_05
0.685,0.785,07_52_06
0.656,0.722,07_52_08
0.596,0.778,07_52_10
0.71,0.744,07_52_11
0.683,0.73,07_52_13
0.717,0.758,07_52_14
0.645,0.812,07_52_16
0.659,0.801,07_52_18
0.631,0.738,07_52_19
0.579,0.803,07_52_34
0.603,0.864,07_52_36
0.627,0.804,07_52_38
0.624,0.803,07_52_39
0.673,0.724,07_52_41
0.703,0.753,07_52_43
0.631,0.747,07_52_44
0.617,0.767,07_52_46
0.657,0.684,07_52_47
0.695,0.78,07_52_49
0.633,0.767,07_52_50
0.655,0.753,07_52_52
0.699,0.688,07_52_54
0.683,0.69,07_52_55
0.65,0.816,07_52_57
0.685,0.681,07_52_58
0.718,0.736,07_53_00
0.794,0.751,07_53_01
0.685,0.722,07_53_03
0.663,0.724,07_53_05
0.663,0.801,07_53_07
0.647,0.718,07_53_08
0.702,0.725,07_53_10
0.623,0.781,07_53_11
0.689,0.763,07_53_13
0.7,0.715,07_53_24
0.714,0.745,07_53_25
0.671,0.7,07_53_27
0.659,0.75,07_53_28
0.679,0.68,07_53_30
0.645,0.729,07_53_31
0.705,0.708,07_53_33
0.601,0.714,07_53_34
0.676,0.815,07_53_36
0.649,0.764,07_53_38
0.691,0.769,07_53_40
0.6,0.725,07_53_41
0.719,0.764,07_53_43
0.708,0.711,07_53_44
0.649,0.742,07_53_46
0.698,0.895,07_53_47
0.582,0.774,07_53_49
0.651,0.732,07_53_51
0.57,0.73,07_53_52
0.718,0.762,07_53_54
0.63,0.705,07_53_56
0.699,0.742,07_53_57
0.618,0.742,07_53_59
0.631,0.792,07_54_00
0.634,0.764,07_54_02
0.659,0.77,07_54_04
0.632,0.751,07_54_05
0.658,0.701,07_54_07
0.685,0.792,07_54_08
0.596,0.785,07_54_10
0.714,0.77,07_54_11
0.676,0.769,07_54_13
0.655,0.735,07_54_15
0.633,0.793,07_54_17
0.659,0.754,07_54_18
0.578,0.713,07_54_20
0.72,0.694,07_54_21
0.699,0.754,07_54_23
0.644,0.739,07_54_25
0.712,0.751,07_54_26
0.645,0.772,07_54_28
0.625,0.791,07_54_29
0.723,0.715,07_54_31
0.644,0.792,07_54_33
0.642,0.766,07_54_34
0.654,0.748,07_54_36
0.657,0.749,07_54_37
0.654,0.741,07_54_39
0.7,0.677,07_54_40
0.668,0.722,07_54_42
0.659,0.707,07_54_44
0.706,0.675,07_54_46
0.67,0.731,07_57_24
0.694,0.685,07_57_26
0.72,0.724,07_57_35
0.666,0.742,07_57_36
0.644,0.736,07_57_38
0.614,0.726,07_57_40
0.625,0.777,07_57_41
0.678,0.753,07_57_43
0.704,0.78,07_57_45
0.658,0.744,07_57_46
0.589,0.773,07_57_48
0.62,0.691,07_57_49
0.606,0.77,07_57_51
0.649,0.764,07_57_52
0.635,0.784,07_57_54
0.638,0.812,07_57_56
0.619,0.767,07_57_57
0.643,0.762,07_57_59
0.589,0.731,07_58_00
0.642,0.796,07_58_02
0.577,0.765,07_58_04
0.636,0.743,07_58_05
0.643,0.709,07_58_07
0.65,0.791,07_58_09
0.702,0.659,07_58_10
0.657,0.737,07_58_12
0.663,0.777,07_58_13
0.666,0.714,07_58_15
0.678,0.69,07_58_17
0.608,0.777,07_58_18
0.712,0.843,07_58_20
0.696,0.723,07_58_21
0.699,0.775,07_58_23
0.627,0.754,07_58_25
0.707,0.773,07_58_26
0.642,0.709,07_58_28
0.632,0.697,07_58_29
0.659,0.781,07_58_31
0.672,0.749,07_58_33
0.723,0.755,07_58_34
0.704,0.711,07_58_36
0.639,0.729,07_58_37
0.68,0.704,07_58_39
0.678,0.768,07_58_41
0.697,0.731,07_58_42
0.691,0.746,07_58_44
0.667,0.713,07_58_45
0.681,0.721,07_58_47
0.637,0.741,07_58_48
0.643,0.71,07_58_50
0.626,0.726,07_58_52
0.615,0.72,07_58_53
0.678,0.785,07_58_55
0.595,0.832,07_59_08
0.662,0.738,07_59_09
0.713,0.71,07_59_11
0.66,0.736,07_59_12
0.69,0.656,07_59_14
0.686,0.708,07_59_16
0.648,0.793,07_59_17
0.64,0.736,07_59_19
0.606,0.72,07_59_20
0.649,0.715,07_59_22
0.597,0.729,07_59_24
0.661,0.722,07_59_25
0.565,0.805,07_59_27
0.633,0.789,07_59_28
0.619,0.739,07_59_44
0.612,0.686,07_59_45
0.674,0.737,07_59_47
0.687,0.798,07_59_49
0.644,0.762,07_59_51
0.595,0.799,07_59_52
0.669,0.748,07_59_54
0.654,0.765,07_59_55
0.643,0.817,07_59_57
0.643,0.806,07_59_58
0.628,0.791,08_00_00
0.625,0.757,08_00_02
0.631,0.813,08_00_03
0.65,0.823,08_00_17
0.708,0.76,08_00_19
0.69,0.771,08_00_21
0.705,0.766,08_00_22
0.697,0.802,08_00_24
0.63,0.704,08_00_26
0.626,0.789,08_00_27
0.662,0.727,08_00_29
0.638,0.77,08_00_30
0.686,0.702,08_00_32
0.62,0.722,08_00_33
0.575,0.806,08_00_35
0.64,0.795,08_00_37
0.667,0.721,08_00_38
0.608,0.791,08_00_49
0.653,0.748,08_00_51
0.657,0.771,08_00_53
0.68,0.717,08_00_54
0.708,0.693,08_00_56
0.676,0.8,08_00_58
0.678,0.742,08_00_59
0.669,0.786,08_01_01
0.736,0.677,08_01_02
0.683,0.739,08_01_04
0.701,0.697,08_01_05
0.652,0.728,08_01_07
0.683,0.748,08_01_09
0.637,0.775,08_01_11
0.65,0.74,08_01_12
0.677,0.746,08_01_14
0.597,0.784,08_01_15
0.705,0.673,08_01_17
0.662,0.766,08_01_18
0.67,0.788,08_01_20
0.685,0.779,08_01_22
0.589,0.842,08_01_23
0.646,0.851,08_01_25
0.622,0.777,08_01_26
0.708,0.687,08_01_28
0.645,0.737,08_01_29
0.68,0.743,08_01_31
0.656,0.787,08_01_33
0.67,0.716,08_01_35
0.658,0.752,08_01_36
0.661,0.767,08_01_38
0.595,0.763,08_01_39
0.668,0.762,08_01_41
0.598,0.815,08_01_42
0.614,0.802,08_01_44
0.638,0.709,08_01_46
0.657,0.74,08_01_47
0.643,0.77,08_01_49
0.624,0.77,08_01_50
0.639,0.715,08_01_52
0.728,0.72,08_01_54
0.693,0.753,08_01_59
0.647,0.787,08_02_01
0.624,0.748,08_02_02
0.626,0.833,08_02_04
0.631,0.78,08_02_05
0.689,0.797,08_02_07
0.575,0.759,08_02_09
0.669,0.829,08_02_10
0.64,0.816,08_02_12
0.623,0.723,08_02_13
0.636,0.798,08_02_15
0.627,0.842,08_02_16
0.674,0.759,08_02_18
0.649,0.787,08_02_19
0.683,0.823,08_02_21
0.662,0.724,08_02_38
0.68,0.717,08_02_39
0.679,0.775,08_02_41
0.705,0.788,08_02_43
0.671,0.746,08_02_44
0.631,0.73,08_02_46
0.615,0.86,08_02_48
0.661,0.749,08_02_49
0.679,0.744,08_03_11
0.63,0.723,08_03_12
0.693,0.747,08_03_14
0.691,0.754,08_03_15
0.621,0.809,08_03_17
0.704,0.754,08_03_19
0.677,0.749,08_03_20
0.691,0.735,08_03_22
0.704,0.716,08_03_24
0.689,0.693,08_03_25
0.65,0.774,08_03_27
0.695,0.731,08_03_28
0.65,0.831,08_03_30
0.691,0.74,08_03_31
0.666,0.795,08_03_33
0.672,0.693,08_03_35
0.647,0.818,08_03_36
0.68,0.742,08_03_38
0.685,0.816,08_03_39
0.634,0.77,08_03_41
0.722,0.728,08_03_43
0.648,0.722,08_03_44
0.685,0.752,08_03_46
0.588,0.838,08_03_48
0.611,0.757,08_03_49
0.719,0.756,08_03_51
0.62,0.808,08_03_52
0,0.812,08_03_54
0.68,0.796,08_03_56
0.736,0.768,08_03_57
0.614,0.839,08_03_59
0.644,0.712,08_04_00
0.676,0.804,08_04_02
0.685,0.733,08_04_03
0.66,0.792,08_04_05
0.652,0.78,08_04_07
0.663,0.803,08_04_08
0.747,0.731,08_04_10
0.594,0.763,08_04_11
0.657,0.795,08_04_13
0.607,0.814,08_04_15
0.631,0.764,08_04_16
0.634,0.755,08_04_18
0.672,0.778,08_04_20
0.652,0.771,08_04_21
0.633,0.781,08_04_23
0.675,0.785,08_04_25
0.708,0.749,08_04_26
0.678,0.77,08_04_28
0.69,0.759,08_04_30
0.702,0.733,08_04_31
0.641,0.796,08_04_33
0.652,0.782,08_04_34
0.663,0.727,08_04_36
0.635,0.741,08_04_37
0.706,0.763,08_04_49
0.676,0.789,08_04_50
0.689,0.786,08_04_52
0.558,0.778,08_04_53
0.643,0.73,08_04_55
0.661,0.776,08_04_57
0.653,0.824,08_04_58
0.693,0.763,08_05_00
0.611,0.825,08_05_02
0.634,0.765,08_05_03
0.672,0.745,08_05_05
0.653,0.768,08_05_06
0.637,0.78,08_05_08
0.649,0.724,08_05_09
0.639,0.704,08_05_11
0.631,0.8,08_05_12
0.697,0.67,08_05_14
0.661,0.698,08_05_16
0.732,0.709,08_05_18
0.601,0.777,08_05_19
0.641,0.828,08_05_21
0.574,0.745,08_05_22
0.662,0.823,08_05_24
0.68,0.772,08_05_25
0.691,0.76,08_05_27
0.711,0.658,08_05_29
0.617,0.776,08_05_30
0.674,0.686,08_05_33
0.586,0.805,08_05_35
0.65,0.801,08_05_36
0.639,0.698,08_05_38
0.6,0.86,08_05_40
0.568,0.765,08_05_41
0.637,0.789,08_05_43
0.659,0.77,08_05_44
0.684,0.724,08_05_46
0.691,0.788,08_05_48
0.717,0.686,08_05_49
0.633,0.799,08_05_51
0.685,0.765,08_05_52
0.699,0.735,08_05_54
0.643,0.712,08_05_56
0.578,0.774,08_05_57
0.637,0.752,08_05_59
0.647,0.726,08_06_00
0.72,0.715,08_06_02
0.642,0.75,08_06_04
0.691,0.727,08_06_05
0.682,0.718,08_06_07
0.643,0.819,08_06_08
0.616,0.747,08_06_10
0.593,0.782,08_06_12
0.635,0.745,08_06_13
0.628,0.716,08_06_15
0.671,0.665,08_06_16
0.645,0.743,08_06_28
0.666,0.749,08_06_29
0.637,0.779,08_06_31
0.634,0.823,08_06_32
0.659,0.778,08_06_34
0.658,0.7,08_06_36
0.62,0.666,08_06_37
0.645,0.804,08_06_39
0.618,0.753,08_06_41
0.665,0.8,08_06_42
0.643,0.84,08_06_44
0.654,0.722,08_06_45
0.699,0.768,08_06_47
0.686,0.713,08_06_48
0.679,0.825,08_06_50
0.637,0.743,08_06_52
0.601,0.84,08_06_53
0.697,0.758,08_06_55
0.7,0.733,08_06_56
0.617,0.771,08_06_58
0.628,0.752,08_07_00
0.658,0.758,08_07_01
0.647,0.749,08_07_03
0.695,0.751,08_07_04
0.658,0.747,08_07_06
0.662,0.762,08_07_08
0.61,0.778,08_07_09
0.694,0.738,08_07_11
0.675,0.709,08_07_12
0.682,0.734,08_07_18
0.655,0.758,08_07_20
0.694,0.768,08_07_22
0.598,0.73,08_07_23
0.725,0.74,08_07_25
0.66,0.757,08_07_26
0.697,0.796,08_07_28
0.663,0.766,08_07_29
0.723,0.787,08_07_31
0.649,0.683,08_07_33
0.66,0.742,08_07_34
0.621,0.756,08_07_36
0.671,0.724,08_07_38
0.691,0.752,08_07_40
0.67,0.684,08_07_41
0.639,0.803,08_07_43
0.703,0.684,08_07_44
0.671,0.777,08_07_46
0.663,0.76,08_07_47
0.689,0.751,08_07_49
0.665,0.775,08_07_51
0.699,0.762,08_07_52
0.647,0.762,08_07_54
0.616,0.834,08_07_55
0.694,0.711,08_07_57
0.623,0.745,08_07_59
0.715,0.776,08_08_00
0.608,0.746,08_08_02
0.654,0.782,08_08_03
0.615,0.717,08_08_05
0.681,0.761,08_08_06
0.715,0.75,08_08_08
0.672,0.766,08_08_10
0.644,0.726,08_08_11
0.663,0.693,08_08_13
0.634,0.744,08_08_27
0.689,0.707,08_08_29
0.696,0.796,08_08_30
0.728,0.729,08_08_32
0.641,0.8,08_08_34
0.69,0.763,08_08_35
0.717,0.762,08_08_37
0.654,0.786,08_08_38
0.692,0.693,08_08_40
0.698,0.733,08_08_41
0.631,0.775,08_08_43
0.661,0.777,08_08_45
0.685,0.755,08_08_54
0.708,0.777,08_08_55
0.716,0.803,08_08_57
0.722,0.743,08_08_58
0.692,0.781,08_09_00
0.651,0.805,08_09_01
0.684,0.837,08_09_03
0.683,0.722,08_09_05
0.684,0.78,08_09_06
0.62,0.78,08_09_08
0.603,0.72,08_09_10
0.668,0.728,08_09_11
0.649,0.694,08_09_13
0.716,0.74,08_09_14
0.611,0.729,08_09_16
0.658,0.775,08_09_18
0.649,0.721,08_09_19
0.646,0.76,08_09_21
0.645,0.825,08_09_22
0.675,0.799,08_09_24
0.578,0.776,08_09_25
0.639,0.812,08_09_27
0.7,0.761,08_09_29
0.657,0.771,08_09_30
0.669,0.753,08_09_32
0.684,0.739,08_09_34
0.73,0.743,08_09_35
0.649,0.761,08_09_37
0.713,0.774,08_09_38
0.668,0.754,08_09_52
0.614,0.79,08_09_53
0.693,0.844,08_09_55
0.642,0.864,08_09_57
0.693,0.767,08_09_58
0.68,0.733,08_10_00
0.587,0.806,08_10_01
0.629,0.764,08_10_03
0.629,0.687,08_10_04
0.717,0.749,08_10_06
0.678,0.717,08_10_08
0.718,0.605,08_10_09
0.618,0.822,08_10_11
0.675,0.734,08_10_13
0.665,0.794,08_10_14
0.692,0.699,08_10_16
0.698,0.712,08_10_17
0.688,0.722,08_10_19
0.687,0.756,08_10_21
0.649,0.751,08_10_22
0.669,0.786,08_10_24
0.658,0.761,08_10_25
0.645,0.723,08_10_27
0.726,0.748,08_10_28
0.701,0.768,08_10_30
0.643,0.727,08_10_48
0.668,0.753,08_10_50
0.61,0.768,08_10_51
0.68,0.736,08_10_53
0.688,0.723,08_10_54
0.646,0.83,08_10_56
0.701,0.815,08_10_58
0.675,0.695,08_10_59
0.713,0.814,08_11_01
0.691,0.728,08_11_14
0.707,0.818,08_11_16
0.658,0.765,08_11_18
0.706,0.784,08_11_19
0,0.668,08_11_21
0.668,0.772,08_11_22
0,0.739,08_11_24
0.663,0.776,08_11_25
0.624,0.772,08_11_27
0.711,0.722,08_11_29
0.715,0.737,08_11_30
0.652,0.737,08_11_32
0.618,0.769,08_11_33
0.668,0.749,08_11_35
0.715,0.698,08_11_37
0.667,0.709,08_11_38
0.642,0.788,08_11_43
0.682,0.852,08_11_45
0.671,0.749,08_11_46
0.677,0.808,08_11_48
0.69,0.788,08_11_50
0.666,0.785,08_11_51
0.671,0.828,08_11_53
0.64,0.783,08_11_55
0.68,0.789,08_11_56
0.611,0.802,08_11_58
0.659,0.743,08_11_59
0.705,0.751,08_12_01
0.629,0.704,08_12_03
0.677,0.734,08_12_04
0.694,0.778,08_12_08
0.646,0.778,08_12_09
0.719,0.71,08_12_11
0.649,0.737,08_12_13
0.655,0.679,08_12_14
0.743,0.717,08_12_16
0.698,0.768,08_12_17
0.7,0.773,08_12_19
0.574,0.727,08_12_20
0.612,0.776,08_12_22
0.698,0.706,08_12_24
0.583,0.808,08_12_25
0.684,0.742,08_12_27
0.694,0.784,08_12_29
0.634,0.798,08_12_31
0.699,0.748,08_12_32
0.641,0.799,08_12_34
0.69,0.774,08_12_44
0.692,0.713,08_12_46
0.624,0.801,08_12_48
0.624,0.707,08_12_49
0.692,0.693,08_12_51
0.637,0.776,08_12_52
0.655,0.74,08_12_54
0.652,0.774,08_12_56
0.683,0.759,08_12_57
0.644,0.807,08_12_59
0.746,0.75,08_13_00
0.629,0.733,08_13_02
0.663,0.746,08_13_03
0.625,0.83,08_13_05
0.673,0.775,08_13_07
0.6,0.725,08_13_08
0.647,0.797,08_13_10
0.656,0.734,08_13_11
0.695,0.694,08_13_13
0.618,0.719,08_13_15
0.632,0.79,08_13_16
0.663,0.709,08_13_18
0.607,0.778,08_13_19
0.71,0.77,08_13_21
0.708,0.739,08_13_23
0.702,0.749,08_13_24
0.678,0.725,08_13_26
0.651,0.821,08_13_28
0.697,0.733,08_13_29
0.679,0.716,08_13_45
0.656,0.828,08_13_47
0.65,0.826,08_13_49
0.661,0.825,08_13_50
0.646,0.763,08_13_52
0.704,0.735,08_13_53
0.731,0.758,08_13_55
0.669,0.776,08_13_56
0.706,0.793,08_13_58
0.663,0.781,08_13_59
0.681,0.7,08_14_01
0.676,0.756,08_14_02
0.626,0.8,08_14_04
0.648,0.756,08_14_05
0.686,0.765,08_15_03
0.666,0.805,08_15_05
0.692,0.701,08_15_06
0.669,0.718,08_15_08
0.713,0.704,08_15_10
0.612,0.719,08_15_11
0.709,0.798,08_15_13
0.707,0.717,08_15_15
0.645,0.761,08_15_16
0.681,0.731,08_15_18
