khoảng cách trên,khoảng cách dưới
0.538,0,07_17_08
0.615,0.68,07_17_09
0.73,0.713,07_17_11
0.532,0.695,07_17_12
0.548,0.709,07_17_15
0.576,0.883,07_17_18
0.655,0.821,07_17_24
0.688,0.9,07_17_27
0,0,07_17_29
0,0.908,07_17_33
0,0.778,07_17_35
0.579,0.711,07_17_41
0,0,07_17_44
0.715,0.903,07_17_45
0.602,0.767,07_17_47
0.371,0.523,07_17_48
0,0,07_17_49
0.636,0.886,07_18_23
0.466,0.524,07_18_24
0.895,1.051,07_18_31
0,0,07_18_33
0,0.697,07_18_34
0.535,0.765,07_18_35
0.574,0.905,07_18_40
0.557,0.658,07_18_41
0.557,0.69,07_18_44
0.701,0.734,07_18_47
0.653,0.819,07_18_50
0.719,0.848,07_18_53
0,0,07_18_56
0.701,0,07_18_59
0.633,0,07_19_02
0.544,0.742,07_19_16
0,0,07_19_19
0.73,0.883,07_19_21
0.636,0.727,07_19_22
0.408,0.479,07_19_24
0.66,0.768,07_19_25
0.719,0.791,07_20_21
0.396,0.602,07_20_22
0.836,1.113,07_20_24
0,0,07_20_25
0.546,0,07_20_26
0.615,0.679,07_20_28
0.73,0.717,07_20_29
0.528,0.698,07_20_31
0.55,0.711,07_20_34
0.575,0.884,07_20_37
0.657,0.82,07_20_43
0.695,0.89,07_20_46
0,0,07_20_48
0,0.91,07_20_51
0,0.786,07_20_54
0.577,0.707,07_21_02
0,0,07_21_04
0.716,0.903,07_21_06
0.602,0.762,07_21_07
0.369,0.53,07_21_09
0,0,07_21_10
0.641,0.878,07_21_47
0.461,0.521,07_21_48
0.895,1.053,07_22_11
0.891,1.058,07_22_11
0,0,07_22_12
0,0.693,07_22_14
0.542,0.765,07_22_15
0.576,0.903,07_22_17
0.558,0.658,07_22_18
0.555,0.692,07_22_21
0.699,0.736,07_22_24
0.655,0.819,07_22_27
0.72,0.85,07_22_30
0,0,07_22_33
0.698,0,07_22_36
0.632,0,07_22_39
0.548,0.738,07_22_57
0,0,07_22_59
0.736,0.879,07_23_01
0.637,0.733,07_23_03
0.42,0.481,07_23_04
0.662,0.755,07_23_05
0.721,0.795,07_23_38
0.38,0.611,07_23_39
0.839,1.109,07_23_41
0,0,07_23_42
0.551,0,07_23_44
0.614,0.675,07_23_45
0.728,0.717,07_23_47
0.532,0.693,07_23_48
0.543,0.71,07_23_51
0.576,0.884,07_23_54
0.659,0.815,07_24_02
0.685,0.902,07_24_04
0,0,07_24_07
0,0.908,07_24_10
0,0.782,07_24_13
0.584,0.704,07_24_19
0,0,07_24_22
0.718,0.899,07_24_23
0.59,0.774,07_24_25
0.373,0.526,07_24_26
0,0,07_24_28
0.638,0.882,07_25_39
0.462,0.52,07_25_40
0.892,1.056,07_25_47
0.891,1.056,07_25_47
0,0,07_25_49
0,0.701,07_25_50
0.613,0.674,07_25_52
0.575,0.906,07_25_53
0.549,0.662,07_25_55
0.557,0.691,07_25_58
0.701,0.736,07_26_00
0.653,0.823,07_26_04
0.725,0.847,07_26_06
0,0,07_26_09
0.701,0,07_26_12
0.634,0,07_26_15
0.548,0.736,07_26_21
0,0,07_26_24
0.728,0.884,07_26_25
0.635,0.735,07_26_27
0.407,0.478,07_26_28
0.658,0.759,07_26_30
0.72,0.791,07_27_11
0.387,0.61,07_27_13
0.84,1.118,07_27_14
0,0,07_27_15
0.546,0,07_27_16
0.536,0.77,07_27_18
0.726,0.719,07_27_20
0.529,0.697,07_27_21
0.552,0.706,07_27_24
0.573,0.885,07_27_27
0.656,0.82,07_27_30
0.689,0.895,07_27_32
0,0,07_27_36
0,0.91,07_27_38
0,0.784,07_27_41
0.582,0.707,07_28_26
0,0,07_28_29
0.717,0.903,07_28_31
0.6,0.764,07_28_32
0.367,0.532,07_28_33
0,0,07_28_35
0.689,0.716,07_29_26
0.598,0,07_29_27
0.633,0.816,07_29_29
0.691,0.822,07_29_30
0.69,0.786,07_29_32
0.622,0.766,07_29_34
0.646,0.858,07_29_35
0.634,0.747,07_29_37
0.658,0.851,07_29_43
0.637,0.829,07_29_44
0.662,0.909,07_29_46
0,0.734,07_29_51
0.75,0.82,07_29_52
0.678,0.775,07_29_54
0.662,0.736,07_29_55
0.701,0.711,07_29_57
0.644,0.81,07_29_58
0.663,0,07_30_00
0.633,0,07_30_02
0.644,0,07_30_03
0.656,0.732,07_30_05
0.683,0.745,07_30_07
0.657,0.773,07_30_08
0.663,0.717,07_30_10
0.545,0.757,07_30_11
0.646,0.721,07_30_13
0.612,0.758,07_30_15
0.642,0.763,07_30_16
0.626,0.741,07_30_18
0.556,0.722,07_30_19
0.582,0.681,07_30_21
0.66,0.797,07_30_22
0.53,0.887,07_30_24
0.601,0.692,07_30_26
0.574,0.763,07_30_27
0.585,0.746,07_30_29
0.637,0.778,07_30_30
0.557,0.68,07_30_32
0.51,0.797,07_30_34
0.584,0.724,07_30_35
0.584,0.7,07_30_37
0.635,0.78,07_30_38
0.637,0.74,07_30_40
0.591,0.688,07_30_42
0.554,0.909,07_30_43
0.573,0.748,07_30_45
0.567,0.781,07_30_46
0.614,0.665,07_30_48
0.652,0.713,07_30_50
0.584,0.717,07_30_51
0.626,0.736,07_30_53
0.607,0.721,07_30_54
0.573,0.857,07_30_56
0.544,0.665,07_30_58
0.623,0.716,07_30_59
0.612,0.696,07_31_01
0.556,0.744,07_31_02
0.506,0.726,07_31_04
0.614,0.765,07_31_06
0.675,0.685,07_31_07
0.565,0.773,07_31_09
0.535,0.67,07_31_11
0.582,0.778,07_31_12
0.589,0.722,07_31_14
0.572,0.748,07_31_15
0.541,0.785,07_31_17
0.592,0.692,07_31_19
0.577,0.742,07_31_20
0.571,0.803,07_31_22
0.644,0.746,07_31_23
0.643,0.738,07_31_25
0.606,0.728,07_31_27
0.589,0.684,07_31_28
0.64,0.74,07_31_30
0.511,0.71,07_31_31
0.571,0.718,07_31_33
0.571,0.713,07_31_35
0.641,0.805,07_31_36
0.697,0.755,07_31_38
0.619,0.827,07_31_39
0.596,0.757,07_31_41
0.606,0.709,07_31_43
0.634,0.757,07_31_44
0.624,0.77,07_31_46
0.638,0.798,07_31_48
0.639,0.812,07_31_49
0.646,0.8,07_31_51
0.661,0.819,07_31_52
0.614,0.742,07_31_54
0.585,0.747,07_31_56
0.599,0.768,07_31_57
0.616,0.761,07_33_27
0.588,0.738,07_33_28
0.638,0.744,07_33_30
0.573,0.85,07_33_32
0.679,0.802,07_33_33
0.561,0.816,07_33_35
0.573,0.772,07_33_37
0.581,0.736,07_33_38
0.542,0.891,07_33_40
0.573,0.786,07_33_41
0.505,0.747,07_33_43
0.598,0.7,07_33_45
0.571,0.732,07_33_46
0.609,0.735,07_33_48
0.633,0.79,07_33_49
0.586,0.656,07_33_51
0.656,0.801,07_33_53
0.674,0.761,07_33_54
0.652,0.751,07_33_56
0.707,0.735,07_33_58
0.604,0.825,07_33_59
0.636,0.8,07_34_01
0,0,07_34_02
0,0.753,07_34_04
0.45,0.567,07_34_06
0.605,0,07_34_07
0.413,0,07_34_09
0.532,0.627,07_34_10
0.621,0.724,07_34_12
0.66,0.678,07_34_14
0.64,0.734,07_34_15
0.633,0.694,07_34_17
0.578,0.717,07_34_18
0.578,0.743,07_34_20
0.619,0.691,07_34_21
0.592,0.879,07_34_23
0.6,0.71,07_34_25
0.62,0.72,07_34_26
0.579,0.72,07_34_28
0.571,0.773,07_34_30
0.599,0.796,07_34_31
0.561,0.79,07_34_33
0.558,0.675,07_34_34
0.566,0.735,07_34_36
0.564,0.722,07_34_38
0.545,0.806,07_34_39
0.688,0.691,07_34_41
0.56,0.735,07_34_42
0.583,0.8,07_34_44
0.625,0.644,07_34_45
0.686,0.671,07_34_47
0.463,0.732,07_34_49
0.617,0.674,07_34_50
0.576,0.777,07_34_52
0.601,0.683,07_34_54
0.597,0.757,07_34_55
0.585,0.647,07_34_57
0.553,0.733,07_34_58
0.649,0.674,07_35_00
0.615,0.696,07_35_02
0.617,0.708,07_35_03
0.58,0.768,07_35_05
0.579,0.65,07_35_06
0.564,0.736,07_35_08
0.531,0.726,07_35_09
0.546,0.839,07_35_11
0.608,0.739,07_35_13
0.574,0.763,07_35_14
0.571,0.763,07_35_16
0.588,0.709,07_35_18
0.651,0.76,07_35_19
0.671,0.719,07_35_21
0.589,0.866,07_35_22
0.583,0.757,07_35_24
0.569,0.753,07_35_26
0.633,0.785,07_35_27
0.617,0.746,07_35_29
0.615,0.74,07_35_30
0.579,0.733,07_35_32
0.594,0.749,07_35_33
0.635,0.731,07_35_35
0.615,0.714,07_35_37
0.545,0.696,07_35_38
0.663,0.713,07_35_40
0.647,0.748,07_35_42
0.558,0.75,07_35_43
0.603,0.809,07_35_45
0.626,0.734,07_35_46
0.578,0.706,07_35_48
0.556,0.6,07_35_49
0.627,0.765,07_35_51
0.681,0.688,07_35_52
0.675,0.721,07_35_54
0.622,0.676,07_35_56
0.585,0.801,07_35_58
0.581,0.693,07_35_59
0.525,0.678,07_36_01
0.587,0.744,07_36_03
0.598,0.745,07_36_04
0.54,0.72,07_36_05
0.567,0.667,07_36_07
0.604,0.745,07_36_09
0.596,0.633,07_36_10
0.63,0.672,07_36_12
0.701,0.667,07_36_14
0.605,0.759,07_36_27
0.664,0.673,07_36_29
0.576,0.634,07_36_30
0.625,0.75,07_36_32
0.578,0.765,07_36_33
0.66,0.713,07_36_35
0.62,0.717,07_36_37
0.525,0.684,07_36_38
0.576,0.755,07_36_40
0.611,0.754,07_36_42
0.627,0.763,07_36_44
0.626,0.688,07_36_45
0.588,0.83,07_36_46
0.601,0.716,07_36_48
0.576,0.814,07_36_50
0.602,0.807,07_36_51
0.712,0.771,07_36_53
0.675,0.843,07_36_54
0.651,0.741,07_36_56
0.642,0.837,07_36_58
0.701,0.748,07_36_59
0.666,0.92,07_37_01
0.668,0.909,07_37_03
0.72,0.815,07_37_04
0.671,0.903,07_37_06
0.69,0.808,07_37_07
0.724,0.727,07_37_09
0.62,0.844,07_37_10
0.679,0.798,07_37_12
0.628,0.816,07_37_14
0.678,0.825,07_37_16
0.655,0.821,07_37_17
0,0.921,07_37_19
0.693,0.924,07_37_20
0.707,0.797,07_37_22
0.695,0.877,07_37_23
0.651,0.759,07_37_25
0.669,0.775,07_37_34
0.669,0.792,07_37_36
0.675,0.819,07_37_38
0.675,0.809,07_37_39
0.678,0.837,07_37_41
0.646,0.864,07_37_42
0.673,0.922,07_37_44
0.656,0.826,07_37_45
0.691,0.763,07_37_47
0.664,0.826,07_37_49
0.605,0.778,07_37_50
0.62,0.782,07_37_52
0.648,0.872,07_37_54
0.671,0.857,07_37_55
0.698,0.732,07_37_57
0.658,0.807,07_37_58
0.759,0.746,07_38_00
0.61,0.874,07_38_01
0.661,0.829,07_38_03
0.668,0.794,07_38_05
0.695,0.793,07_38_07
0.665,0.822,07_38_08
0.587,0.806,07_38_10
0.699,0.83,07_38_12
0.659,0.813,07_38_14
0.687,0.824,07_38_15
0.682,0.84,07_38_17
0.646,0.816,07_38_19
0.671,0.789,07_38_20
0.66,0.829,07_38_22
0.677,0.818,07_38_23
0.624,0.831,07_38_25
0.663,0.777,07_38_27
0.678,0.784,07_38_28
0.684,0.825,07_38_30
0.657,0.913,07_38_32
0.603,0.835,07_38_34
0.635,0.792,07_38_35
0.645,0.764,07_38_46
0,0.827,07_38_48
0.581,0.793,07_38_50
0.639,0.861,07_38_51
0.663,0.814,07_38_55
0.661,0.826,07_38_56
0.738,0.76,07_38_58
0.648,0.834,07_38_59
0.686,0.927,07_39_03
0.653,0.736,07_39_05
0,0.892,07_39_06
0.675,0.832,07_39_08
0.637,0.847,07_39_10
0.677,0.802,07_39_12
0.624,0.809,07_39_13
0.655,0.858,07_39_15
0.646,0.819,07_39_17
0.69,0.78,07_39_18
0.682,0.732,07_39_20
0.64,0.816,07_39_28
0.647,0.839,07_39_29
0.674,0.764,07_39_31
0.602,0.785,07_39_33
0.67,0.81,07_39_34
0.68,0.788,07_39_36
0.652,0.82,07_39_38
0.661,0.889,07_39_39
0.692,0.776,07_39_41
0.658,0.874,07_39_42
0.703,0.761,07_39_44
0.718,0.757,07_39_46
0.627,0.794,07_39_47
0.735,0.758,07_39_49
0.725,0.782,07_39_50
0.58,0.838,07_39_52
0.658,0.711,07_39_54
0.676,0.873,07_39_55
0.686,0.876,07_39_57
0.665,0.811,07_39_58
0.675,0.815,07_40_00
0.678,0.794,07_40_01
0.698,0.802,07_40_03
0.67,0.815,07_40_05
0.582,0.809,07_40_06
0.593,0.877,07_40_08
0.66,0.78,07_40_10
0.651,0.847,07_40_12
0.599,0.777,07_40_13
0.626,0.776,07_41_28
0.62,0.775,07_41_29
0.658,0.8,07_41_31
0.697,0.825,07_41_33
0.674,0.797,07_41_34
0.65,0.742,07_41_36
0.649,0.788,07_41_38
0.693,0.778,07_41_39
0.636,0.814,07_41_41
0.609,0.83,07_41_42
0.622,0.796,07_41_44
0.634,0.89,07_41_46
0.633,0.863,07_41_47
0.675,0.751,07_41_49
0.678,0.706,07_41_50
0.673,0.761,07_41_52
0.634,0.714,07_41_54
0.65,0.747,07_41_55
0.673,0.776,07_41_57
0.641,0.799,07_41_58
0.66,0.759,07_42_00
0.702,0.777,07_42_01
0.685,0.807,07_42_03
0.633,0.87,07_42_05
0.63,0.812,07_42_06
0.646,0.839,07_42_08
0.615,0.881,07_42_10
0.676,0.758,07_42_11
0.719,0.804,07_42_13
0.675,0.814,07_42_14
0.684,0.786,07_42_16
0.785,0.773,07_42_18
0.722,0.765,07_42_19
0.674,0.819,07_42_21
0.777,0.801,07_42_22
0.68,0.848,07_42_24
0.672,0.94,07_42_26
0.65,0.817,07_42_27
0.665,0.923,07_42_29
0.651,0.867,07_42_30
0.661,0.84,07_42_32
0.681,0.853,07_42_34
0.684,0.83,07_42_35
0.663,0.896,07_42_37
0.643,0.856,07_42_38
0.672,0.858,07_42_40
0.706,0.814,07_42_42
0.646,0.908,07_42_43
0.622,0.831,07_42_45
0.619,0.837,07_42_46
0.742,0.825,07_42_48
0.62,0.885,07_42_50
0.717,0.766,07_42_51
0.672,0.845,07_42_53
0.611,0.809,07_42_54
0.651,0.754,07_42_56
0.749,0.815,07_42_57
0.647,0.811,07_42_59
0.685,0.784,07_43_01
0.684,0.816,07_43_02
0.736,0.831,07_43_04
0.67,0.854,07_43_06
0.74,0.793,07_43_07
0.625,0.793,07_43_09
0.7,0.823,07_43_10
0.657,0.785,07_43_12
0.7,0.771,07_43_14
0.65,0.754,07_43_15
0.666,0.855,07_43_17
0.665,0.836,07_43_18
0.632,0.851,07_43_28
0.612,0.801,07_43_29
0.687,0.798,07_43_31
0.675,0.799,07_43_32
0.697,0.845,07_43_34
0.68,0.853,07_43_36
0.635,0.787,07_43_37
0.651,0.825,07_43_39
0.759,0.844,07_43_40
0.646,0.822,07_43_42
0.709,0.8,07_43_44
0,0.786,07_43_45
0.669,0.856,07_43_47
0.66,0,07_43_48
0.767,0.802,07_43_50
0.705,0.854,07_43_52
0,0.837,07_43_53
0,0.822,07_43_55
0.694,0.855,07_43_57
0.58,0.802,07_43_58
0.639,0.834,07_44_00
0.658,0.821,07_44_01
0.653,0.795,07_44_03
0.654,0.832,07_44_05
0.697,0.725,07_44_06
0.676,0.767,07_44_08
0.692,0.801,07_44_09
0.607,0.794,07_44_11
0.644,0.875,07_44_13
0.634,0.784,07_44_14
0.647,0.905,07_44_16
0.636,0.818,07_44_17
0.64,0.802,07_44_19
0.621,0.808,07_44_21
0.654,0.721,07_44_22
0.722,0.755,07_44_24
0.738,0.721,07_44_25
0.566,0.822,07_44_27
0.631,0.858,07_44_29
0.623,0.831,07_44_30
0.638,0.938,07_44_32
0.617,0.828,07_44_33
0.67,0.779,07_44_35
0.627,0.804,07_44_37
0.71,0.683,07_44_38
0.698,0.786,07_44_40
0.672,0.86,07_44_41
0.629,0.791,07_44_43
0.645,0.854,07_44_45
0.615,0.798,07_44_46
0.647,0.832,07_44_48
0.66,0.746,07_44_50
0.604,0.887,07_44_51
0,0.829,07_44_53
0.672,0.769,07_44_54
0.629,0.808,07_44_56
0.606,0.79,07_44_58
0.687,0.778,07_44_59
0,0.842,07_45_01
0.663,0.81,07_45_02
0,0.775,07_45_04
0.649,0.823,07_45_06
0.688,0.84,07_45_07
0.704,0.915,07_45_09
0.661,0.829,07_45_10
0.675,0.858,07_45_12
0.704,0.844,07_45_14
0.716,0.763,07_45_15
0.654,0.96,07_45_17
0.688,0.794,07_45_19
0.733,0.799,07_45_20
0.736,0.849,07_45_22
0.628,0.776,07_45_23
0.645,0.768,07_45_25
0.635,0.824,07_45_30
0.669,0.751,07_45_31
0.674,0.849,07_45_33
0.674,0.747,07_45_35
0.64,0.85,07_45_36
0.637,0.829,07_45_38
0.67,0.831,07_45_39
0.62,0.787,07_45_41
0.63,0.799,07_45_43
0.668,0.852,07_45_44
0.678,0.838,07_45_52
0.697,0.806,07_45_53
0.648,0.872,07_45_55
0.666,0.838,07_45_57
0.671,0.811,07_45_59
0.713,0.812,07_46_00
0.698,0.792,07_46_02
0.644,0.817,07_46_03
0.672,0.856,07_46_05
0.68,0.751,07_46_07
0.666,0.869,07_46_08
0.639,0.727,07_46_10
0.611,0.758,07_46_11
0.629,0.817,07_46_13
0.695,0.838,07_46_15
0.703,0.816,07_46_16
0.657,0.841,07_46_18
0.63,0.83,07_46_19
0.698,0.764,07_46_30
0.635,0.795,07_46_31
0.651,0.842,07_46_33
0.696,0.792,07_46_35
0.707,0.751,07_46_36
0.582,0.804,07_46_38
0.676,0.805,07_46_39
0.627,0.869,07_46_41
0.628,0.829,07_46_43
0.667,0.927,07_46_44
0.644,0.877,07_46_46
0.579,0.944,07_46_47
0.653,0.884,07_46_49
0.627,0.825,07_46_51
0.624,0.89,07_46_52
0.626,0.867,07_46_54
0.631,0.848,07_46_55
0.624,0.973,07_46_57
0.635,0.846,07_47_08
0.632,0.71,07_47_09
0.612,0.832,07_47_11
0.647,0.809,07_47_13
0.656,0.9,07_47_14
0.722,0.83,07_47_16
0.642,0.699,07_47_17
0,0.788,07_47_19
0.711,0.768,07_47_21
0.633,0.874,07_47_22
0.649,0.861,07_47_24
0,0.86,07_47_26
0.6,0,07_47_27
0,0.776,07_47_29
0.683,0.774,07_47_33
0.62,0.781,07_47_34
0.67,0.771,07_47_36
0.64,0.815,07_47_38
0,0.788,07_47_39
0.647,0.83,07_47_41
0.647,0.82,07_47_43
0.706,0.775,07_47_44
0.659,0.727,07_48_08
0.646,0.809,07_48_10
0.697,0.82,07_48_11
0.665,0.809,07_48_13
0.502,0.735,07_48_15
0.661,0.75,07_48_16
0.543,0.896,07_48_20
0.62,0.783,07_48_22
0.477,0.795,07_48_24
0.648,0.784,07_48_25
0.526,0.764,07_48_27
0.599,0.794,07_48_29
0.567,0.828,07_48_30
0.653,0.679,07_48_32
0.673,0.759,07_48_47
0.608,0.787,07_48_48
0.614,0.722,07_48_50
0.563,0.795,07_48_51
0.571,0.846,07_48_53
0.592,0.756,07_48_55
0.619,0.714,07_48_56
0.676,0.738,07_48_58
0.777,0.654,07_49_00
0.64,0.745,07_49_01
0.636,0.735,07_49_38
0.642,0.779,07_49_39
0.626,0.689,07_50_12
0.633,0.792,07_50_14
0.627,0.743,07_50_15
0.646,0.79,07_50_17
0.649,0.785,07_50_18
0.686,0.812,07_50_20
0.478,0.791,07_50_21
0.656,0.745,07_50_23
0.653,0.803,07_50_25
0.599,0.803,07_50_26
0.673,0.737,07_50_28
0.628,0.702,07_50_30
0.61,0.797,07_50_31
0.634,0.769,07_50_33
0.67,0.851,07_50_34
0.675,0.824,07_50_36
0.524,0.778,07_50_38
0.62,0.873,07_50_39
0.681,0,07_50_41
0.682,0.62,07_50_42
0.627,0.598,07_50_44
0.66,0.647,07_50_46
0.609,0.663,07_50_47
0.603,0.803,07_50_49
0,0.577,07_50_51
0.659,0.674,07_50_52
0.664,0.871,07_50_53
0.68,0.855,07_50_55
0.655,0.844,07_50_57
0.679,0.76,07_50_58
0.656,0.84,07_51_00
0.586,0.72,07_51_01
0.591,0.693,07_51_03
0,0.649,07_51_05
0.555,0,07_51_06
0.562,0.853,07_51_08
0,0.661,07_51_09
0.517,0.72,07_51_11
0.689,0.77,07_51_13
0.58,0.791,07_51_14
0.698,0.756,07_51_16
0.683,0.792,07_51_18
0.627,0.847,07_51_19
0.603,0.718,07_51_20
0.64,0.802,07_51_22
0.733,0.722,07_51_24
0.598,0.766,07_51_25
0.688,0.783,07_51_27
0.704,0.745,07_51_29
0.609,0.791,07_51_30
0.578,0.777,07_51_32
0,0,07_51_33
0.593,0.57,07_51_35
0.515,0.667,07_51_37
0.487,0,07_51_38
0.571,0.641,07_51_40
0.598,0.704,07_51_41
0.51,0.718,07_51_43
0.637,0.759,07_51_45
0.67,0.598,07_51_46
0.638,0.677,07_51_48
0.624,0.568,07_51_50
0.636,0.816,07_51_51
0.457,0.778,07_51_53
0.559,0.817,07_51_54
0,0.831,07_51_56
0.517,0,07_51_57
0.74,0.828,07_51_59
0.727,0.845,07_52_00
0.631,0.588,07_52_02
0.632,0,07_52_04
0.428,0,07_52_06
0.633,0,07_52_07
0,0.764,07_52_09
0.669,0.78,07_52_10
0.66,0.801,07_52_11
0.645,0.809,07_52_13
0.621,0.779,07_52_15
0.62,0.778,07_52_16
0.7,0.779,07_52_18
0.682,0.804,07_52_19
0.696,0.73,07_52_21
0.567,0.711,07_52_23
0,0.636,07_52_25
0.639,0.78,07_52_26
0.581,0,07_52_28
0.607,0.811,07_52_29
0,0.724,07_52_31
0.638,0.809,07_52_33
0.655,0.717,07_52_34
0,0.692,07_52_36
0.584,0.839,07_52_37
0.705,0.631,07_52_39
0.548,0.818,07_52_41
0.481,0.783,07_52_42
0.638,0.825,07_52_44
0.558,0.757,07_52_45
0.628,0.797,07_52_47
0.636,0.761,07_52_49
0.645,0.766,07_52_50
0.645,0.8,07_52_52
0.648,0.827,07_52_53
0.684,0.709,07_52_55
0.607,0.796,07_52_57
0,0.772,07_52_58
0.658,0.748,07_53_00
0.638,0.823,07_53_01
0.665,0.763,07_53_03
0.729,0.79,07_53_05
0.66,0.771,07_53_06
0.622,0.756,07_53_08
0.62,0.771,07_53_10
0.636,0.761,07_53_11
0.637,0.793,07_53_13
0.613,0.814,07_53_14
0.611,0.731,07_53_16
0.668,0.77,07_53_17
0.586,0.781,07_53_19
0.621,0.747,07_53_31
0.646,0.77,07_53_32
0.705,0.745,07_53_34
0.639,0.78,07_53_35
0.62,0.814,07_53_38
0.674,0.726,07_53_40
0.712,0.765,07_53_41
0,0.773,07_53_43
0.683,0.775,07_53_45
0.665,0.752,07_53_46
0.641,0.717,07_53_48
0.637,0.782,07_53_50
0,0.711,07_53_51
0.654,0.705,07_53_53
0.567,0,07_53_54
0.502,0,07_53_56
0.601,0.726,07_53_58
0.574,0.826,07_53_59
0.639,0.755,07_54_01
0.648,0.715,07_54_02
0.634,0.731,07_54_04
0.664,0.872,07_54_06
0.653,0.781,07_54_07
0,0.732,07_54_09
0,0.824,07_54_10
0.693,0.755,07_54_12
0.634,0.751,07_54_13
0.581,0.77,07_54_15
0.655,0.803,07_54_17
0.609,0.821,07_54_18
0.641,0.787,07_54_20
0.659,0.791,07_54_22
0.647,0,07_54_23
0.629,0,07_54_25
0.525,0.745,07_54_26
0.644,0,07_54_28
0.666,0.799,07_54_30
0.714,0.883,07_54_31
0.657,0.733,07_54_33
0.626,0.79,07_54_34
0.601,0.857,07_54_36
0.627,0.827,07_54_38
0.611,0.784,07_54_39
0.705,0.745,07_54_41
0.642,0.842,07_54_43
0,0.789,07_54_44
0.657,0.795,07_54_46
0,0.787,07_54_48
0.665,0,07_54_49
0.653,0,07_54_51
0,0,07_54_52
0.544,0,07_54_54
0.679,0.757,07_54_56
0.656,0.878,07_54_57
0.702,0.783,07_54_59
0.663,0.774,07_55_00
0.657,0.833,07_55_02
0.663,0.757,07_55_03
0.695,0.82,07_55_05
0.653,0.836,07_55_07
0.621,0,07_55_09
0.518,0.811,07_55_10
0.604,0.799,07_55_12
0.667,0.769,07_55_16
0.656,0.818,07_55_18
0.618,0.751,07_55_20
0.583,0.797,07_55_21
0.715,0.789,07_55_27
0.666,0.784,07_55_29
0,0.813,07_55_31
0.732,0.853,07_55_32
0.643,0.749,07_55_34
0.655,0.759,07_55_36
0.755,0.752,07_55_37
0.663,0.84,07_55_39
0.604,0.767,07_55_40
0.59,0.746,07_55_42
0,0,07_55_44
0,0.611,07_55_45
0.701,0.821,07_55_47
0.64,0.901,07_55_48
0.696,0.853,07_55_50
0.648,0.838,07_55_52
0.645,0.778,07_55_53
0.686,0.766,07_55_55
0.655,0.808,07_55_56
0.651,0.787,07_55_58
0.689,0.741,07_56_00
0,0.898,07_56_01
0.644,0.833,07_56_03
0.713,0.85,07_56_04
0.635,0.806,07_56_06
0.687,0.799,07_56_08
0.683,0.796,07_56_09
0.685,0.792,07_56_11
