0.664,0.703,00_00_01
0.64,0.801,00_00_02
0.676,0.797,00_00_04
0.636,0.778,00_00_05
0.669,0.826,00_00_07
0.637,0.824,00_00_08
0.594,0.763,00_00_10
0.616,0.846,00_00_12
0.593,0.772,00_00_14
0.642,0.575,00_00_15
0.537,0.836,00_00_17
0.547,0.717,00_00_18
0.56,0.789,00_00_20
0.634,0.79,00_00_22
0.646,0.729,00_00_23
0.623,0.752,00_00_25
0.623,0.774,00_00_26
0.643,0.781,00_00_28
0.583,0.746,00_00_30
0.585,0.774,00_00_32
0.626,0.753,00_00_33
0.612,0.8,00_00_35
0.679,0.715,00_00_37
0.609,0.856,00_00_38
0.658,0.731,00_00_40
0.662,0.796,00_00_42
0.631,0.79,00_00_44
0.625,0.802,00_00_45
0.663,0.798,00_00_47
0.641,0.804,00_00_48
0.684,0.691,00_00_50
0.66,0.661,00_00_52
0.602,0.79,00_00_53
0.658,0.754,00_00_55
0.633,0.834,00_00_57
0.611,0.773,00_00_58
0.645,0.83,00_01_00
0.608,0.865,00_01_01
0.652,0.81,00_01_03
0.638,0.773,00_01_05
0.679,0.752,00_01_06
0.683,0.772,00_01_08
0.644,0.78,00_01_09
0.639,0.762,00_01_12
0.613,0.755,00_01_13
0.679,0.787,00_01_15
0.692,0.761,00_01_16
0.703,0.781,00_01_33
0.647,0.833,00_01_34
0.682,0.731,00_01_36
0.619,0.769,00_01_37
0.64,0.849,00_01_39
0.594,0.811,00_01_41
0.654,0.822,00_01_43
0.627,0.745,00_01_45
0.652,0.797,00_01_46
0.62,0.758,00_01_48
0.637,0.772,00_01_50
0.67,0.779,00_01_52
0.646,0.851,00_02_03
0.645,0.775,00_02_05
0.616,0.826,00_02_07
0.648,0.728,00_02_08
0.637,0.776,00_02_10
0.631,0.737,00_02_11
0.657,0.79,00_02_13
0.62,0.74,00_02_15
0.683,0.753,00_02_16
0.697,0.745,00_02_18
0.64,0.71,00_02_20
0.637,0.807,00_02_21
0.627,0.665,00_02_23
0.662,0.831,00_02_24
0.616,0.789,00_02_26
0.671,0.736,00_02_27
0.58,0.72,00_02_29
0.656,0.783,00_02_31
0.619,0.788,00_02_33
0.686,0.758,00_02_34
0.655,0.708,00_02_35
0.642,0.747,00_02_37
0.646,0.715,00_02_39
0.606,0.743,00_02_40
0.604,0.757,00_02_42
0.636,0.727,00_02_44
0.649,0.77,00_02_45
0.616,0.761,00_02_47
0.697,0.763,00_02_48
0.668,0.766,00_02_50
0.618,0.773,00_02_52
0.656,0.801,00_02_53
0.635,0.714,00_02_55
0.702,0.702,00_02_56
0.66,0.759,00_02_58
0.607,0.713,00_02_59
0.618,0.734,00_03_01
0.627,0.735,00_03_03
0.66,0.807,00_03_04
0.615,0.768,00_03_06
0.631,0.764,00_03_08
0.62,0.717,00_03_09
0.649,0.786,00_03_11
0.621,0.754,00_03_12
0.617,0.819,00_03_14
0.622,0.809,00_03_16
0.626,0.774,00_03_17
0.66,0.756,00_03_19
0.593,0.794,00_03_21
0.595,0.759,00_03_22
0.625,0.742,00_03_24
0.682,0.799,00_03_26
0.596,0.743,00_03_27
0.612,0.768,00_03_29
0.638,0.79,00_03_31
0.622,0.782,00_03_32
0.637,0.788,00_03_34
0.633,0.728,00_03_35
0.614,0.762,00_03_37
0.635,0.764,00_03_38
0.661,0.739,00_03_40
0.587,0.836,00_03_42
0.655,0.767,00_03_43
0.639,0.777,00_03_45
0.653,0.778,00_03_47
0.685,0.711,00_03_48
0.567,0.79,00_03_50
0.65,0.726,00_03_51
